ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 15 24	Elizabeth	40	0	Elizabeth	15	24
T1	ENT 56 59	her	40	0	Elizabeth	56	59
T2	ENT 56 70	her own family	40	24	Bennets	56	70
T3	ENT 73 76	she	40	0	Elizabeth	73	76
T4	ENT 166 169	Her	40	0	Elizabeth	166	169
T5	ENT 166 176	Her father	40	4	Mr. Bennet	166	176
T6	ENT 299 383	a woman whose weak understanding and illiberal mind had very early in their marriage	40	3	Mrs. Bennet	299	383
T7	ENT 421 424	her	40	3	Mrs. Bennet	421	424
T8	ENT 493 496	his	40	4	Mr. Bennet	493	496
T9	ENT 547 557	Mr. Bennet	40	4	Mr. Bennet	547	557
T10	ENT 628 631	his	40	4	Mr. Bennet	628	631
T11	ENT 714 729	the unfortunate	40	-1	NONE	714	729
T12	ENT 762 764	He	40	4	Mr. Bennet	762	764
T13	ENT 777 788	the country	40	-1	NONE	777	788
T14	ENT 837 840	his	40	4	Mr. Bennet	837	840
T15	ENT 867 870	his	40	4	Mr. Bennet	867	870
T16	ENT 867 875	his wife	40	3	Mrs. Bennet	867	875
T17	ENT 876 878	he	40	4	Mr. Bennet	876	878
T18	ENT 924 927	her	40	3	Mrs. Bennet	924	927
T19	ENT 967 970	his	40	4	Mr. Bennet	967	970
T20	ENT 1023 1028	a man	40	4	Mr. Bennet	1023	1028
T21	ENT 1061 1064	his	40	4	Mr. Bennet	1061	1064
T22	ENT 1061 1069	his wife	40	3	Mrs. Bennet	1061	1069
T23	ENT 1126 1146	the true philosopher	40	4	Mr. Bennet	1126	1146
T24	ENT 1192 1201	Elizabeth	40	0	Elizabeth	1192	1201
T25	ENT 1257 1260	her	40	0	Elizabeth	1257	1260
T26	ENT 1257 1267	her father	40	4	Mr. Bennet	1257	1267
T27	ENT 1284 1293	a husband	40	4	Mr. Bennet	1284	1293
T28	ENT 1296 1299	She	40	0	Elizabeth	1296	1299
T29	ENT 1346 1349	his	40	4	Mr. Bennet	1346	1349
T30	ENT 1379 1382	his	40	4	Mr. Bennet	1379	1382
T31	ENT 1409 1416	herself	40	0	Elizabeth	1409	1416
T32	ENT 1419 1422	she	40	0	Elizabeth	1419	1422
T33	ENT 1450 1453	she	40	0	Elizabeth	1450	1453
T34	ENT 1494 1497	her	40	0	Elizabeth	1494	1497
T35	ENT 1584 1587	his	40	4	Mr. Bennet	1584	1587
T36	ENT 1584 1592	his wife	40	3	Mrs. Bennet	1584	1592
T37	ENT 1612 1615	her	40	3	Mrs. Bennet	1612	1615
T38	ENT 1612 1628	her own children	40	24	Bennets	1612	1628
T39	ENT 1665 1668	she	40	0	Elizabeth	1665	1668
T40	ENT 1739 1779	the children of so unsuitable a marriage	40	24	Bennets	1739	1779
T41	ENT 1961 1964	his	40	4	Mr. Bennet	1961	1964
T42	ENT 1961 1974	his daughters	40	24	Bennets	1961	1974
T43	ENT 2020 2023	his	40	4	Mr. Bennet	2020	2023
T44	ENT 2020 2028	his wife	40	3	Mrs. Bennet	2020	2028
T45	ENT 2036 2045	Elizabeth	40	0	Elizabeth	2036	2045
T46	ENT 2064 2071	Wickham	40	7	Wickham	2064	2071
T47	ENT 2085 2088	she	40	0	Elizabeth	2085	2088
T48	ENT 2146 2158	the regiment	40	27	OTHER	2146	2158
T49	ENT 2161 2166	Their	40	24	Bennets	2161	2166
T50	ENT 2220 2224	home	40	-1	NONE	2220	2224
T51	ENT 2225 2228	she	40	0	Elizabeth	2225	2228
T52	ENT 2233 2241	a mother	40	3	Mrs. Bennet	2233	2241
T53	ENT 2246 2252	sister	40	18	Kitty	2246	2252
T54	ENT 2315 2319	them	40	31	collective	2315	2319
T55	ENT 2381 2386	Kitty	40	18	Kitty	2381	2386
T56	ENT 2408 2411	her	40	18	Kitty	2408	2411
T57	ENT 2462 2465	her	40	18	Kitty	2462	2465
T58	ENT 2487 2490	her	40	0	Elizabeth	2487	2490
T59	ENT 2487 2503	her other sister	40	5	Lydia	2487	2503
T60	ENT 2598 2601	her	40	5	Lydia	2598	2601
T61	ENT 2662 2678	a watering-place	40	-1	NONE	2662	2678
T62	ENT 2683 2689	a camp	40	-1	NONE	2683	2689
T63	ENT 2721 2724	she	40	0	Elizabeth	2721	2724
T64	ENT 2795 2798	she	40	0	Elizabeth	2795	2798
T65	ENT 2893 2896	she	40	0	Elizabeth	2893	2896
T66	ENT 2910 2917	herself	40	0	Elizabeth	2910	2917
T67	ENT 3053 3056	her	40	0	Elizabeth	3053	3056
T68	ENT 3152 3159	herself	40	0	Elizabeth	3152	3159
T69	ENT 3219 3222	Her	40	0	Elizabeth	3219	3222
T70	ENT 3231 3240	the Lakes	40	-1	NONE	3231	3240
T71	ENT 3263 3266	her	40	0	Elizabeth	3263	3266
T72	ENT 3294 3297	her	40	0	Elizabeth	3294	3297
T73	ENT 3377 3380	her	40	0	Elizabeth	3377	3380
T74	ENT 3377 3387	her mother	40	3	Mrs. Bennet	3377	3387
T75	ENT 3392 3397	Kitty	40	18	Kitty	3392	3397
T76	ENT 3426 3429	she	40	0	Elizabeth	3426	3429
T77	ENT 3444 3448	Jane	40	2	Jane	3444	3448
T78	ENT 3544 3547	she	40	0	Elizabeth	3544	3547
T79	ENT 3729 3738	my sister	40	2	Jane	3729	3738
T80	ENT 4001 4006	Lydia	40	5	Lydia	4001	4006
T81	ENT 4017 4020	she	40	5	Lydia	4017	4020
T82	ENT 4071 4074	her	40	5	Lydia	4071	4074
T83	ENT 4071 4081	her mother	40	3	Mrs. Bennet	4071	4081
T84	ENT 4086 4091	Kitty	40	18	Kitty	4086	4091
T85	ENT 4098 4101	her	40	5	Lydia	4098	4101
