ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 39 48	Elizabeth	52	0	Elizabeth	39	48
T1	ENT 71 74	her	52	0	Elizabeth	71	74
T2	ENT 170 174	them	52	27	OTHER	170	174
T3	ENT 182 191	Mr. Darcy	52	1	Darcy	182	191
T4	ENT 226 229	her	52	0	Elizabeth	226	229
T5	ENT 244 246	he	52	1	Darcy	244	246
T6	ENT 306 309	she	52	0	Elizabeth	306	309
T7	ENT 319 321	he	52	1	Darcy	319	321
T8	ENT 339 342	She	52	0	Elizabeth	339	342
T9	ENT 379 382	her	52	0	Elizabeth	379	382
T10	ENT 397 399	He	52	1	Darcy	397	399
T11	ENT 445 453	my uncle	52	10	Gardiner	445	453
T12	ENT 458 462	aunt	52	11	Mrs. Gardiner	458	462
T13	ENT 470 472	he	52	1	Darcy	470	472
T14	ENT 480 484	town	52	-1	NONE	480	484
T15	ENT 510 512	he	52	1	Darcy	510	512
T16	ENT 545 547	he	52	1	Darcy	545	547
T17	ENT 606 609	man	52	1	Darcy	606	609
T18	ENT 639 642	him	52	1	Darcy	639	642
T19	ENT 648 651	Her	52	0	Elizabeth	648	651
T20	ENT 722 725	her	52	0	Elizabeth	722	725
T21	ENT 722 732	her sister	52	2	Jane	722	732
T22	ENT 746 749	her	52	0	Elizabeth	746	749
T23	ENT 786 789	her	52	2	Jane	786	789
T24	ENT 812 826	their visitors	52	31	collective	812	826
T25	ENT 834 843	Elizabeth	52	0	Elizabeth	834	843
T26	ENT 863 866	she	52	2	Jane	863	866
T27	ENT 997 1000	his	52	6	Bingley	997	1000
T28	ENT 1020 1022	he	52	6	Bingley	1020	1022
T29	ENT 1029 1033	here	52	-1	NONE	1029	1033
T30	ENT 1200 1209	Elizabeth	52	0	Elizabeth	1200	1209
T31	ENT 1233 1237	Jane	52	2	Jane	1233	1237
T32	ENT 1258 1265	My dear	52	0	Elizabeth	1258	1265
T33	ENT 1266 1271	Lizzy	52	0	Elizabeth	1266	1271
T34	ENT 1383 1386	him	52	6	Bingley	1383	1386
T35	ENT 1442 1455	the gentlemen	52	31	collective	1442	1455
T36	ENT 1481 1492	Mrs. Bennet	52	3	Mrs. Bennet	1481	1492
T37	ENT 1603 1610	Bingley	52	6	Bingley	1603	1610
