ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 41 51	Mr. Bennet	12	4	Mr. Bennet	41	51
T1	ENT 55 58	his	12	4	Mr. Bennet	55	58
T2	ENT 55 63	his wife	12	3	Mrs. Bennet	55	63
T3	ENT 206 222	our family party	12	-1	NONE	206	222
T4	ENT 269 290	nobody that is coming	12	-1	NONE	269	290
T5	ENT 312 327	Charlotte Lucas	12	9	Charlotte	312	327
T6	ENT 402 405	her	12	9	Charlotte	402	405
T7	ENT 425 428	she	12	9	Charlotte	425	428
T8	ENT 448 452	home	12	-1	NONE	448	452
T9	ENT 461 487	The person of whom I speak	12	20	Mr. Collins	461	487
T10	ENT 491 502	a gentleman	12	20	Mr. Collins	491	502
T11	ENT 509 519	a stranger	12	20	Mr. Collins	509	519
T12	ENT 525 536	Mrs. Bennet	12	3	Mrs. Bennet	525	536
T13	ENT 559 570	A gentleman	12	20	Mr. Collins	559	570
T14	ENT 575 585	a stranger	12	20	Mr. Collins	575	585
T15	ENT 594 605	Mr. Bingley	12	6	Bingley	594	605
T16	ENT 670 681	Mr. Bingley	12	6	Bingley	670	681
T17	ENT 763 768	Lydia	12	5	Lydia	763	768
T18	ENT 771 778	my love	12	5	Lydia	771	778
T19	ENT 814 818	Hill	12	27	OTHER	814	818
T20	ENT 853 864	Mr. Bingley	12	6	Bingley	853	864
T21	ENT 875 878	her	12	3	Mrs. Bennet	875	878
T22	ENT 875 886	her husband	12	4	Mr. Bennet	875	886
T23	ENT 898 954	a person whom I never saw in the whole course of my life	12	20	Mr. Collins	898	954
T24	ENT 1001 1003	he	12	4	Mr. Bennet	1001	1003
T25	ENT 1052 1055	his	12	4	Mr. Bennet	1052	1055
T26	ENT 1052 1060	his wife	12	3	Mrs. Bennet	1052	1060
T27	ENT 1065 1068	his	12	4	Mr. Bennet	1065	1068
T28	ENT 1065 1083	his five daughters	12	24	Bennets	1065	1083
T29	ENT 1108 1115	himself	12	4	Mr. Bennet	1108	1115
T30	ENT 1149 1151	he	12	4	Mr. Bennet	1149	1151
T31	ENT 1343 1352	my cousin	12	20	Mr. Collins	1343	1352
T32	ENT 1355 1366	Mr. Collins	12	20	Mr. Collins	1355	1366
T33	ENT 1416 1426	this house	12	-1	NONE	1416	1426
T34	ENT 1438 1440	he	12	20	Mr. Collins	1438	1440
T35	ENT 1481 1484	his	12	4	Mr. Bennet	1481	1484
T36	ENT 1481 1489	his wife	12	3	Mrs. Bennet	1481	1489
T37	ENT 1555 1570	that odious man	12	20	Mr. Collins	1555	1570
T38	ENT 1611 1620	the world	12	-1	NONE	1611	1620
T39	ENT 1628 1639	your estate	12	-1	NONE	1628	1639
T40	ENT 1669 1686	your own children	12	24	Bennets	1669	1686
T41	ENT 1793 1797	Jane	12	2	Jane	1793	1797
T42	ENT 1802 1811	Elizabeth	12	0	Elizabeth	1802	1811
T43	ENT 1832 1835	her	12	3	Mrs. Bennet	1832	1835
T44	ENT 1935 1946	Mrs. Bennet	12	3	Mrs. Bennet	1935	1946
T45	ENT 1984 1987	she	12	3	Mrs. Bennet	1984	1987
T46	ENT 2067 2093	a family of five daughters	12	24	Bennets	2067	2093
T47	ENT 2120 2141	nobody cared anything	12	-1	NONE	2120	2141
T48	ENT 2109 2147	a man whom nobody cared anything about	12	20	Mr. Collins	2109	2147
T49	ENT 2204 2214	Mr. Bennet	12	4	Mr. Bennet	2204	2214
T50	ENT 2242 2253	Mr. Collins	12	20	Mr. Collins	2242	2253
T51	ENT 2283 2292	Longbourn	12	-1	NONE	2283	2292
T52	ENT 2321 2324	his	12	20	Mr. Collins	2321	2324
T53	ENT 2374 2377	his	12	20	Mr. Collins	2374	2377
T54	ENT 2399 2406	himself	12	20	Mr. Collins	2399	2406
T55	ENT 2487 2490	him	12	20	Mr. Collins	2487	2490
T56	ENT 2547 2565	such false friends	12	20	Mr. Collins	2547	2565
T57	ENT 2578 2580	he	12	20	Mr. Collins	2578	2580
T58	ENT 2618 2621	his	12	20	Mr. Collins	2618	2621
T59	ENT 2618 2628	his father	12	27	OTHER	2618	2628
T60	ENT 2640 2643	him	12	20	Mr. Collins	2640	2643
T61	ENT 2667 2669	he	12	20	Mr. Collins	2667	2669
T62	ENT 2753 2761	Hunsford	12	-1	NONE	2753	2761
T63	ENT 2769 2778	Westerham	12	-1	NONE	2769	2778
T64	ENT 2781 2785	Kent	12	-1	NONE	2781	2785
T65	ENT 2814 2817	Sir	12	4	Mr. Bennet	2814	2817
T66	ENT 2875 2898	my late honoured father	12	27	OTHER	2875	2898
T67	ENT 2976 2979	him	12	27	OTHER	2976	2979
T68	ENT 3125 3128	his	12	27	OTHER	3125	3128
T69	ENT 3207 3210	him	12	27	OTHER	3207	3210
T70	ENT 3244 3255	Mrs. Bennet	12	3	Mrs. Bennet	3244	3255
T71	ENT 3426 3435	the Right	12	17	Lady Catherine	3426	3435
T72	ENT 3447 3471	Lady Catherine de Bourgh	12	17	Lady Catherine	3447	3471
T73	ENT 3483 3502	Sir Lewis de Bourgh	12	27	OTHER	3483	3502
T74	ENT 3554 3589	the valuable rectory of this parish	12	-1	NONE	3554	3589
T75	ENT 3578 3589	this parish	12	-1	NONE	3578	3589
T76	ENT 3678 3681	her	12	17	Lady Catherine	3678	3681
T77	ENT 3678 3690	her ladyship	12	17	Lady Catherine	3678	3690
T78	ENT 3773 3776	the	12	-1	NONE	3773	3776
T79	ENT 3777 3783	Church	12	-1	NONE	3777	3783
T80	ENT 3784 3794	of England	12	-1	NONE	3784	3794
T81	ENT 3800 3811	a clergyman	12	20	Mr. Collins	3800	3811
T82	ENT 3893 3905	all families	12	-1	NONE	3893	3905
T83	ENT 4090 4099	Longbourn	12	-1	NONE	4090	4099
T84	ENT 4271 4293	your amiable daughters	12	24	Bennets	4271	4293
T85	ENT 4381 4385	them	12	24	Bennets	4381	4385
T86	ENT 4486 4496	your house	12	-1	NONE	4486	4496
