ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 44 51	Bingley	54	6	Bingley	44	51
T1	ENT 71 75	Jane	54	2	Jane	71	75
T2	ENT 97 99	he	54	6	Bingley	97	99
T3	ENT 119 129	the family	54	24	Bennets	119	129
T4	ENT 104 129	the females of the family	54	24	Bennets	104	129
T5	ENT 155 170	the dining-room	54	6	Bingley	155	170
T6	ENT 240 250	a carriage	54	-1	NONE	240	250
T7	ENT 272 280	a chaise	54	-1	NONE	272	280
T8	ENT 301 309	the lawn	54	-1	NONE	301	309
T9	ENT 348 356	visitors	54	27	OTHER	348	356
T10	ENT 419 435	their neighbours	54	-1	NONE	419	435
T11	ENT 473 485	the carriage	54	-1	NONE	473	485
T12	ENT 506 533	the servant who preceded it	54	27	OTHER	506	533
T13	ENT 553 557	them	54	24	Bennets	553	557
T14	ENT 595 603	somebody	54	18	Kitty	595	603
T15	ENT 617 624	Bingley	54	6	Bingley	617	624
T16	ENT 648 659	Miss Bennet	54	2	Jane	648	659
T17	ENT 727 730	him	54	6	Bingley	727	730
T18	ENT 795 814	the remaining three	54	31	collective	795	814
T19	ENT 895 908	their visitor	54	27	OTHER	895	908
T20	ENT 926 950	Lady Catherine de Bourgh	54	17	Lady Catherine	926	950
T21	ENT 1078 1089	Mrs. Bennet	54	3	Mrs. Bennet	1078	1089
T22	ENT 1094 1099	Kitty	54	18	Kitty	1094	1099
T23	ENT 1109 1112	she	54	17	Lady Catherine	1109	1112
T24	ENT 1138 1142	them	54	31	collective	1138	1142
T25	ENT 1167 1176	Elizabeth	54	0	Elizabeth	1167	1176
T26	ENT 1184 1187	She	54	17	Lady Catherine	1184	1187
T27	ENT 1196 1204	the room	54	-1	NONE	1196	1204
T28	ENT 1271 1280	Elizabeth	54	0	Elizabeth	1271	1280
T29	ENT 1372 1381	Elizabeth	54	0	Elizabeth	1372	1381
T30	ENT 1396 1399	her	54	17	Lady Catherine	1396	1399
T31	ENT 1408 1411	her	54	0	Elizabeth	1408	1411
T32	ENT 1408 1418	her mother	54	3	Mrs. Bennet	1408	1418
T33	ENT 1422 1425	her	54	17	Lady Catherine	1422	1425
T34	ENT 1422 1434	her ladyship	54	17	Lady Catherine	1422	1434
T35	ENT 1499 1510	Mrs. Bennet	54	3	Mrs. Bennet	1499	1510
T36	ENT 1556 1587	a guest of such high importance	54	17	Lady Catherine	1556	1587
T37	ENT 1599 1602	her	54	17	Lady Catherine	1599	1602
T38	ENT 1672 1675	she	54	17	Lady Catherine	1672	1675
T39	ENT 1697 1706	Elizabeth	54	0	Elizabeth	1697	1706
T40	ENT 1734 1745	Miss Bennet	54	0	Elizabeth	1734	1745
T41	ENT 1748 1757	That lady	54	3	Mrs. Bennet	1748	1757
T42	ENT 1775 1786	your mother	54	3	Mrs. Bennet	1775	1786
T43	ENT 1792 1801	Elizabeth	54	0	Elizabeth	1792	1801
T44	ENT 1830 1833	she	54	3	Mrs. Bennet	1830	1833
