ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 46 55	Longbourn	18	20	Mr. Collins	46	55
T1	ENT 58 69	Mr. Collins	18	20	Mr. Collins	58	69
T2	ENT 75 78	his	18	20	Mr. Collins	75	78
T3	ENT 152 155	his	18	20	Mr. Collins	152	155
T4	ENT 278 285	himself	18	20	Mr. Collins	278	285
T5	ENT 307 309	he	18	20	Mr. Collins	307	309
T6	ENT 383 385	he	18	20	Mr. Collins	383	385
T7	ENT 439 450	Mrs. Bennet	18	3	Mrs. Bennet	439	450
T8	ENT 453 462	Elizabeth	18	0	Elizabeth	453	462
T9	ENT 469 493	one of the younger girls	18	18	Kitty	469	493
T10	ENT 476 493	the younger girls	18	30	KittyLydia	476	493
T11	ENT 528 530	he	18	20	Mr. Collins	528	530
T12	ENT 541 551	the mother	18	3	Mrs. Bennet	541	551
T13	ENT 585 590	madam	18	3	Mrs. Bennet	585	590
T14	ENT 616 634	your fair daughter	18	0	Elizabeth	616	634
T15	ENT 635 644	Elizabeth	18	0	Elizabeth	635	644
T16	ENT 704 707	her	18	0	Elizabeth	704	707
T17	ENT 750 759	Elizabeth	18	0	Elizabeth	750	759
T18	ENT 808 819	Mrs. Bennet	18	3	Mrs. Bennet	808	819
T19	ENT 886 891	Lizzy	18	0	Elizabeth	886	891
T20	ENT 924 927	she	18	0	Elizabeth	924	927
T21	ENT 959 964	Kitty	18	18	Kitty	959	964
T22	ENT 981 987	stairs	18	-1	NONE	981	987
T23	ENT 1009 1012	her	18	3	Mrs. Bennet	1009	1012
T24	ENT 1029 1032	she	18	3	Mrs. Bennet	1029	1032
T25	ENT 1059 1068	Elizabeth	18	0	Elizabeth	1059	1068
T26	ENT 1085 1095	Dear madam	18	3	Mrs. Bennet	1085	1095
T27	ENT 1134 1145	Mr. Collins	18	20	Mr. Collins	1134	1145
T28	ENT 1163 1165	He	18	20	Mr. Collins	1163	1165
T29	ENT 1201 1208	anybody	18	-1	NONE	1201	1208
T30	ENT 1277 1282	Lizzy	18	0	Elizabeth	1277	1282
T31	ENT 1334 1343	Elizabeth	18	0	Elizabeth	1334	1343
T32	ENT 1417 1420	she	18	3	Mrs. Bennet	1417	1420
T33	ENT 1432 1437	Lizzy	18	0	Elizabeth	1432	1437
T34	ENT 1483 1494	Mr. Collins	18	20	Mr. Collins	1483	1494
T35	ENT 1500 1509	Elizabeth	18	0	Elizabeth	1500	1509
T36	ENT 1586 1589	her	18	0	Elizabeth	1586	1589
T37	ENT 1680 1683	she	18	0	Elizabeth	1680	1683
T38	ENT 1811 1822	Mrs. Bennet	18	3	Mrs. Bennet	1811	1822
T39	ENT 1827 1832	Kitty	18	18	Kitty	1827	1832
T40	ENT 1878 1889	Mr. Collins	18	20	Mr. Collins	1878	1889
T41	ENT 1922 1936	Miss Elizabeth	18	0	Elizabeth	1922	1936
T42	ENT 2174 2195	your respected mother	18	3	Mrs. Bennet	2174	2195
T43	ENT 2418 2427	the house	18	-1	NONE	2418	2427
T44	ENT 2654 2667	Hertfordshire	18	-1	NONE	2654	2667
