ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 14 21	My dear	57	0	Elizabeth	14	21
T1	ENT 22 27	Lizzy	57	0	Elizabeth	22	27
T2	ENT 91 100	Elizabeth	57	0	Elizabeth	91	100
T3	ENT 115 119	Jane	57	2	Jane	115	119
T4	ENT 131 134	she	57	0	Elizabeth	131	134
T5	ENT 143 153	their room	57	-1	NONE	143	153
T6	ENT 169 179	the others	57	31	collective	169	179
T7	ENT 210 213	She	57	0	Elizabeth	210	213
T8	ENT 277 280	she	57	0	Elizabeth	277	280
T9	ENT 292 295	her	57	0	Elizabeth	292	295
T10	ENT 312 315	She	57	0	Elizabeth	312	315
T11	ENT 328 331	she	57	0	Elizabeth	328	331
T12	ENT 481 504	The acknowledged lovers	57	31	collective	481	504
T13	ENT 526 544	the unacknowledged	57	31	collective	526	544
T14	ENT 559 564	Darcy	57	1	Darcy	559	564
T15	ENT 634 643	Elizabeth	57	0	Elizabeth	634	643
T16	ENT 691 694	she	57	0	Elizabeth	691	694
T17	ENT 719 726	herself	57	0	Elizabeth	719	726
T18	ENT 812 815	her	57	0	Elizabeth	812	815
T19	ENT 818 821	She	57	0	Elizabeth	818	821
T20	ENT 856 866	the family	57	24	Bennets	856	866
T21	ENT 872 875	her	57	0	Elizabeth	872	875
T22	ENT 901 904	she	57	0	Elizabeth	901	904
T23	ENT 920 926	no one	57	24	Bennets	920	926
T24	ENT 933 936	him	57	1	Darcy	933	936
T25	ENT 941 945	Jane	57	2	Jane	941	945
T26	ENT 974 984	the others	57	24	Bennets	974	984
T27	ENT 1020 1023	his	57	1	Darcy	1020	1023
T28	ENT 1073 1076	she	57	0	Elizabeth	1073	1076
T29	ENT 1084 1087	her	57	0	Elizabeth	1084	1087
T30	ENT 1097 1101	Jane	57	2	Jane	1097	1101
T31	ENT 1139 1150	Miss Bennet	57	2	Jane	1139	1150
T32	ENT 1171 1174	she	57	2	Jane	1171	1174
T33	ENT 1229 1234	Lizzy	57	0	Elizabeth	1229	1234
T34	ENT 1269 1278	Mr. Darcy	57	1	Darcy	1269	1278
T35	ENT 1437 1448	nobody else	57	0	Elizabeth	1437	1448
T36	ENT 1548 1550	He	57	1	Darcy	1548	1550
T37	ENT 1592 1596	Jane	57	2	Jane	1592	1596
T38	ENT 1607 1610	her	57	0	Elizabeth	1607	1610
T39	ENT 1632 1637	Lizzy	57	0	Elizabeth	1632	1637
T40	ENT 1684 1687	him	57	1	Darcy	1684	1687
T41	ENT 1790 1793	him	57	1	Darcy	1790	1793
T42	ENT 1936 1947	Miss Bennet	57	2	Jane	1936	1947
T43	ENT 1977 1986	Elizabeth	57	0	Elizabeth	1977	1986
T44	ENT 2022 2025	her	57	2	Jane	2022	2025
T45	ENT 2118 2122	Jane	57	2	Jane	2118	2122
T46	ENT 2128 2135	My dear	57	0	Elizabeth	2128	2135
T47	ENT 2143 2148	Lizzy	57	0	Elizabeth	2143	2148
T48	ENT 2282 2285	him	57	1	Darcy	2282	2285
T49	ENT 2379 2411	the happiest couple in the world	57	31	collective	2379	2411
T50	ENT 2402 2411	the world	57	-1	NONE	2402	2411
T51	ENT 2436 2440	Jane	57	2	Jane	2436	2440
T52	ENT 2466 2480	such a brother	57	1	Darcy	2466	2480
T53	ENT 2534 2541	Bingley	57	6	Bingley	2534	2541
T54	ENT 2645 2648	him	57	1	Darcy	2645	2648
T55	ENT 2674 2679	Lizzy	57	0	Elizabeth	2674	2679
T56	ENT 2948 2951	him	57	1	Darcy	2948	2951
T57	ENT 2969 2976	Bingley	57	6	Bingley	2969	2976
T58	ENT 3017 3034	My dearest sister	57	0	Elizabeth	3017	3034
T59	ENT 3191 3194	him	57	1	Darcy	3191	3194
T60	ENT 3325 3328	his	57	1	Darcy	3325	3328
T61	ENT 3325 3359	his beautiful grounds at Pemberley	57	-1	NONE	3325	3359
T62	ENT 3350 3359	Pemberley	57	-1	NONE	3350	3359
T63	ENT 3387 3390	she	57	0	Elizabeth	3387	3390
