ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 10 19	Elizabeth	8	0	Elizabeth	10	19
T1	ENT 53 56	her	8	0	Elizabeth	53	56
T2	ENT 53 71	her sister 's room	8	2	Jane	53	71
T3	ENT 174 177	she	8	0	Elizabeth	174	177
T4	ENT 203 214	Mr. Bingley	8	6	Bingley	203	214
T5	ENT 218 229	a housemaid	8	6	Bingley	218	229
T6	ENT 299 302	his	8	6	Bingley	299	302
T7	ENT 262 310	the two elegant ladies who waited on his sisters	8	27	OTHER	262	310
T8	ENT 299 310	his sisters	8	28	BingSisters	299	310
T9	ENT 352 355	she	8	0	Elizabeth	352	355
T10	ENT 389 398	Longbourn	8	-1	NONE	389	398
T11	ENT 410 413	her	8	0	Elizabeth	410	413
T12	ENT 410 420	her mother	8	3	Mrs. Bennet	410	420
T13	ENT 430 434	Jane	8	2	Jane	430	434
T14	ENT 446 449	her	8	3	Mrs. Bennet	446	449
T15	ENT 467 470	her	8	2	Jane	467	470
T16	ENT 565 576	Mrs. Bennet	8	3	Mrs. Bennet	565	576
T17	ENT 594 597	her	8	3	Mrs. Bennet	594	597
T18	ENT 594 616	her two youngest girls	8	24	Bennets	594	616
T19	ENT 627 638	Netherfield	8	-1	NONE	627	638
T20	ENT 677 680	she	8	3	Mrs. Bennet	677	680
T21	ENT 687 691	Jane	8	2	Jane	687	691
T22	ENT 717 728	Mrs. Bennet	8	3	Mrs. Bennet	717	728
T23	ENT 792 795	her	8	3	Mrs. Bennet	792	795
T24	ENT 801 804	her	8	2	Jane	801	804
T25	ENT 832 835	she	8	3	Mrs. Bennet	832	835
T26	ENT 851 854	her	8	2	Jane	851	854
T27	ENT 883 886	her	8	2	Jane	883	886
T28	ENT 931 934	her	8	2	Jane	931	934
T29	ENT 940 951	Netherfield	8	-1	NONE	940	951
T30	ENT 954 957	She	8	3	Mrs. Bennet	954	957
T31	ENT 992 995	her	8	3	Mrs. Bennet	992	995
T32	ENT 992 1004	her daughter	8	2	Jane	992	1004
T33	ENT 1034 1038	home	8	-1	NONE	1034	1038
T34	ENT 1053 1067	the apothecary	8	-1	NONE	1053	1067
T35	ENT 1166 1170	Jane	8	2	Jane	1166	1170
T36	ENT 1176 1188	Miss Bingley	8	8	Miss Bingley	1176	1188
T37	ENT 1220 1230	the mother	8	3	Mrs. Bennet	1220	1230
T38	ENT 1235 1250	three daughters	8	24	Bennets	1235	1250
T39	ENT 1264 1267	her	8	8	Miss Bingley	1264	1267
T40	ENT 1273 1294	the breakfast parlour	8	-1	NONE	1273	1294
T41	ENT 1297 1304	Bingley	8	6	Bingley	1297	1304
T42	ENT 1309 1313	them	8	24	Bennets	1309	1313
T43	ENT 1330 1341	Mrs. Bennet	8	3	Mrs. Bennet	1330	1341
T44	ENT 1356 1367	Miss Bennet	8	2	Jane	1356	1367
T45	ENT 1379 1382	she	8	3	Mrs. Bennet	1379	1382
T46	ENT 1413 1416	sir	8	6	Bingley	1413	1416
T47	ENT 1426 1429	her	8	3	Mrs. Bennet	1426	1429
T48	ENT 1442 1445	She	8	2	Jane	1442	1445
T49	ENT 1484 1493	Mr. Jones	8	27	OTHER	1484	1493
T50	ENT 1527 1530	her	8	2	Jane	1527	1530
T51	ENT 1533 1535	We	8	24	Bennets	1533	1535
T52	ENT 1610 1617	Bingley	8	6	Bingley	1610	1617
T53	ENT 1651 1653	My	8	6	Bingley	1651	1653
T54	ENT 1651 1660	My sister	8	8	Miss Bingley	1651	1660
T55	ENT 1692 1695	her	8	2	Jane	1692	1695
T56	ENT 1712 1715	You	8	3	Mrs. Bennet	1712	1715
T57	ENT 1737 1742	Madam	8	3	Mrs. Bennet	1737	1742
T58	ENT 1753 1765	Miss Bingley	8	8	Miss Bingley	1753	1765
T59	ENT 1797 1808	Miss Bennet	8	2	Jane	1797	1808
T60	ENT 1853 1856	she	8	2	Jane	1853	1856
T61	ENT 1878 1889	Mrs. Bennet	8	3	Mrs. Bennet	1878	1889
T62	ENT 1905 1908	her	8	3	Mrs. Bennet	1905	1908
T63	ENT 1945 1948	she	8	3	Mrs. Bennet	1945	1948
T64	ENT 1978 1995	such good friends	8	31	collective	1978	1995
T65	ENT 2031 2034	her	8	2	Jane	2031	2034
T66	ENT 2041 2044	she	8	2	Jane	2041	2044
T67	ENT 2129 2138	the world	8	-1	NONE	2129	2138
T68	ENT 2170 2173	her	8	2	Jane	2170	2173
T69	ENT 2180 2183	she	8	2	Jane	2180	2183
T70	ENT 2266 2280	my other girls	8	24	Bennets	2266	2280
T71	ENT 2303 2306	her	8	2	Jane	2303	2306
T72	ENT 2311 2314	You	8	6	Bingley	2311	2314
T73	ENT 2320 2332	a sweet room	8	-1	NONE	2320	2332
T74	ENT 2333 2337	here	8	-1	NONE	2333	2337
T75	ENT 2340 2351	Mr. Bingley	8	6	Bingley	2340	2351
T76	ENT 2383 2398	the gravel walk	8	6	Bingley	2383	2398
T77	ENT 2426 2437	the country	8	-1	NONE	2426	2437
T78	ENT 2415 2466	a place in the country that is equal to Netherfield	8	-1	NONE	2415	2466
T79	ENT 2455 2466	Netherfield	8	-1	NONE	2455	2466
