ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 21	Mr. Bennet	48	4	Mr. Bennet	11	21
T1	ENT 66 69	his	48	4	Mr. Bennet	66	69
T2	ENT 102 105	his	48	4	Mr. Bennet	102	105
T3	ENT 121 123	he	48	4	Mr. Bennet	121	123
T4	ENT 178 181	his	48	4	Mr. Bennet	178	181
T5	ENT 178 190	his children	48	24	Bennets	178	190
T6	ENT 200 203	his	48	4	Mr. Bennet	200	203
T7	ENT 200 208	his wife	48	3	Mrs. Bennet	200	208
T8	ENT 214 217	she	48	3	Mrs. Bennet	214	217
T9	ENT 227 230	him	48	4	Mr. Bennet	227	230
T10	ENT 233 235	He	48	4	Mr. Bennet	233	235
T11	ENT 271 273	he	48	4	Mr. Bennet	271	273
T12	ENT 279 282	his	48	4	Mr. Bennet	279	282
T13	ENT 306 311	Lydia	48	5	Lydia	306	311
T14	ENT 343 346	her	48	5	Lydia	343	346
T15	ENT 343 352	her uncle	48	10	Gardiner	343	352
T16	ENT 413 416	her	48	5	Lydia	413	416
T17	ENT 460 488	the most worthless young men	48	7	Wickham	460	488
T18	ENT 453 505	one of the most worthless young men in Great Britain	48	7	Wickham	453	505
T19	ENT 492 505	Great Britain	48	4	Mr. Bennet	492	505
T20	ENT 512 515	her	48	5	Lydia	512	515
T21	ENT 512 523	her husband	48	7	Wickham	512	523
T22	ENT 569 571	He	48	4	Mr. Bennet	569	571
T23	ENT 635 641	anyone	48	27	OTHER	635	641
T24	ENT 685 688	his	48	4	Mr. Bennet	685	688
T25	ENT 685 703	his brother-in-law	48	10	Gardiner	685	703
T26	ENT 710 712	he	48	4	Mr. Bennet	710	712
T27	ENT 770 773	his	48	10	Gardiner	770	773
T28	ENT 830 832	he	48	4	Mr. Bennet	830	832
T29	ENT 852 862	Mr. Bennet	48	4	Mr. Bennet	852	862
T30	ENT 956 961	a son	48	24	Bennets	956	961
T31	ENT 964 971	The son	48	24	Bennets	964	971
T32	ENT 1023 1025	he	48	24	Bennets	1023	1025
T33	ENT 1049 1058	the widow	48	3	Mrs. Bennet	1049	1058
T34	ENT 1063 1079	younger children	48	24	Bennets	1063	1079
