ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 79 90	Mr. Collins	24	20	Mr. Collins	79	90
T1	ENT 107 110	his	24	20	Mr. Collins	107	110
T2	ENT 107 128	his amiable Charlotte	24	9	Charlotte	107	128
T3	ENT 216 219	his	24	20	Mr. Collins	216	219
T4	ENT 264 267	his	24	20	Mr. Collins	264	267
T5	ENT 264 273	his bride	24	9	Charlotte	264	273
T6	ENT 279 281	he	24	20	Mr. Collins	279	281
T7	ENT 322 325	his	24	20	Mr. Collins	322	325
T8	ENT 338 351	Hertfordshire	24	-1	NONE	338	351
T9	ENT 394 397	him	24	20	Mr. Collins	394	397
T10	ENT 414 417	men	24	20	Mr. Collins	414	417
T11	ENT 420 422	He	24	20	Mr. Collins	420	422
T12	ENT 437 440	his	24	20	Mr. Collins	437	440
T13	ENT 437 450	his relations	24	24	Bennets	437	450
T14	ENT 454 463	Longbourn	24	-1	NONE	454	463
T15	ENT 506 509	his	24	20	Mr. Collins	506	509
T16	ENT 506 522	his fair cousins	24	24	Bennets	506	522
T17	ENT 565 577	their father	24	4	Mr. Bennet	565	577
T18	ENT 631 642	Mrs. Bennet	24	3	Mrs. Bennet	631	642
T19	ENT 673 676	her	24	3	Mrs. Bennet	673	676
T20	ENT 673 684	her brother	24	10	Gardiner	673	684
T21	ENT 689 692	his	24	10	Gardiner	689	692
T22	ENT 689 697	his wife	24	11	Mrs. Gardiner	689	697
T23	ENT 744 753	Longbourn	24	-1	NONE	744	753
T24	ENT 756 768	Mr. Gardiner	24	10	Gardiner	756	768
T25	ENT 773 803	a sensible , gentlemanlike man	24	10	Gardiner	773	803
T26	ENT 826 829	his	24	10	Gardiner	826	829
T27	ENT 826 836	his sister	24	3	Mrs. Bennet	826	836
T28	ENT 872 894	The Netherfield ladies	24	28	BingSisters	872	894
T29	ENT 939 963	a man who lived by trade	24	10	Gardiner	939	963
T30	ENT 985 988	his	24	10	Gardiner	985	988
T31	ENT 985 1003	his own warehouses	24	3	Mrs. Bennet	985	1003
T32	ENT 1051 1064	Mrs. Gardiner	24	11	Mrs. Gardiner	1051	1064
