ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 22	Mr. Collins	28	20	Mr. Collins	11	22
T1	ENT 127 130	his	28	20	Mr. Collins	127	130
T2	ENT 127 140	his patroness	28	17	Lady Catherine	127	140
T3	ENT 144 147	his	28	20	Mr. Collins	144	147
T4	ENT 144 166	his wondering visitors	28	31	collective	144	166
T5	ENT 184 188	them	28	31	collective	184	188
T6	ENT 193 196	her	28	17	Lady Catherine	193	196
T7	ENT 214 221	himself	28	20	Mr. Collins	214	221
T8	ENT 226 229	his	28	20	Mr. Collins	226	229
T9	ENT 226 234	his wife	28	9	Charlotte	226	234
T10	ENT 254 256	he	28	20	Mr. Collins	254	256
T11	ENT 360 374	Lady Catherine	28	17	Lady Catherine	360	374
T12	ENT 397 399	he	28	20	Mr. Collins	397	399
T13	ENT 455 457	he	28	20	Mr. Collins	455	457
T14	ENT 511 514	her	28	17	Lady Catherine	511	514
T15	ENT 511 523	her ladyship	28	17	Lady Catherine	511	523
T16	ENT 585 592	Rosings	28	-1	NONE	585	592
T17	ENT 636 639	her	28	17	Lady Catherine	636	639
T18	ENT 801 806	there	28	-1	NONE	801	806
T19	ENT 850 865	the whole party	28	31	collective	850	865
T20	ENT 972 983	Sir William	28	14	Sir William Lucas	972	983
T21	ENT 1032 1041	the great	28	-1	NONE	1032	1041
T22	ENT 1116 1125	the court	28	-1	NONE	1116	1125
T23	ENT 1266 1273	Rosings	28	20	Mr. Collins	1266	1273
T24	ENT 1276 1287	Mr. Collins	28	20	Mr. Collins	1276	1287
T25	ENT 1314 1318	them	28	31	collective	1314	1318
T26	ENT 1367 1377	such rooms	28	-1	NONE	1367	1377
T27	ENT 1380 1396	so many servants	28	-1	NONE	1380	1396
T28	ENT 1453 1457	them	28	31	collective	1453	1457
T29	ENT 1465 1475	the ladies	28	31	collective	1465	1475
T30	ENT 1511 1513	he	28	20	Mr. Collins	1511	1513
T31	ENT 1522 1531	Elizabeth	28	0	Elizabeth	1522	1531
T32	ENT 1568 1582	my dear cousin	28	0	Elizabeth	1568	1582
T33	ENT 1606 1620	Lady Catherine	28	17	Lady Catherine	1606	1620
T34	ENT 1686 1693	herself	28	17	Lady Catherine	1686	1693
T35	ENT 1698 1701	her	28	17	Lady Catherine	1698	1701
T36	ENT 1698 1710	her daughter	28	32	MissDeBourgh	1698	1710
T37	ENT 1842 1856	Lady Catherine	28	17	Lady Catherine	1842	1856
T38	ENT 1916 1919	She	28	17	Lady Catherine	1916	1919
T39	ENT 2000 2002	he	28	20	Mr. Collins	2000	2002
T40	ENT 2090 2104	Lady Catherine	28	17	Lady Catherine	2090	2104
T41	ENT 2147 2150	her	28	17	Lady Catherine	2147	2150
T42	ENT 2188 2191	her	28	17	Lady Catherine	2188	2191
T43	ENT 2188 2200	her ladyship	28	17	Lady Catherine	2188	2200
T44	ENT 2207 2210	her	28	15	Maria Lucas	2207	2210
T45	ENT 2247 2258	Maria Lucas	28	15	Maria Lucas	2247	2258
T46	ENT 2301 2304	she	28	15	Maria Lucas	2301	2304
T47	ENT 2323 2326	her	28	15	Maria Lucas	2323	2326
T48	ENT 2343 2350	Rosings	28	-1	NONE	2343	2350
T49	ENT 2380 2383	her	28	15	Maria Lucas	2380	2383
T50	ENT 2380 2390	her father	28	14	Sir William Lucas	2380	2390
T51	ENT 2403 2406	his	28	14	Sir William Lucas	2403	2406
T52	ENT 2423 2432	St. James	28	-1	NONE	2423	2432
T53	ENT 2423 2435	St. James 's	28	-1	NONE	2423	2435
T54	ENT 2517 2525	the park	28	-1	NONE	2517	2525
T55	ENT 2528 2538	Every park	28	-1	NONE	2528	2538
T56	ENT 2578 2587	Elizabeth	28	0	Elizabeth	2578	2587
T57	ENT 2625 2628	she	28	0	Elizabeth	2625	2628
T58	ENT 2662 2673	Mr. Collins	28	20	Mr. Collins	2662	2673
T59	ENT 2739 2742	his	28	20	Mr. Collins	2739	2742
T60	ENT 2782 2791	the house	28	-1	NONE	2782	2791
T61	ENT 2798 2801	his	28	20	Mr. Collins	2798	2801
T62	ENT 2862 2881	Sir Lewis de Bourgh	28	27	OTHER	2862	2881
T63	ENT 2916 2924	the hall	28	-1	NONE	2916	2924
T64	ENT 2927 2932	Maria	28	15	Maria Lucas	2927	2932
T65	ENT 2981 2992	Sir William	28	14	Sir William Lucas	2981	2992
T66	ENT 3023 3032	Elizabeth	28	0	Elizabeth	3023	3032
T67	ENT 3057 3060	her	28	0	Elizabeth	3057	3060
T68	ENT 3063 3066	She	28	0	Elizabeth	3063	3066
T69	ENT 3088 3102	Lady Catherine	28	17	Lady Catherine	3088	3102
T70	ENT 3114 3117	her	28	0	Elizabeth	3114	3117
T71	ENT 3220 3223	she	28	0	Elizabeth	3220	3223
T72	ENT 3232 3235	she	28	0	Elizabeth	3232	3235
T73	ENT 3306 3317	Mr. Collins	28	20	Mr. Collins	3306	3317
T74	ENT 3418 3430	the servants	28	27	OTHER	3418	3430
T75	ENT 3439 3454	an ante-chamber	28	-1	NONE	3439	3454
T76	ENT 3460 3474	the room where	28	-1	NONE	3460	3474
T77	ENT 3475 3489	Lady Catherine	28	17	Lady Catherine	3475	3489
T78	ENT 3492 3495	her	28	17	Lady Catherine	3492	3495
T79	ENT 3492 3504	her daughter	28	32	MissDeBourgh	3492	3504
T80	ENT 3511 3525	Mrs. Jenkinson	28	27	OTHER	3511	3525
T81	ENT 3541 3544	Her	28	17	Lady Catherine	3541	3544
T82	ENT 3541 3553	Her ladyship	28	17	Lady Catherine	3541	3553
T83	ENT 3614 3626	Mrs. Collins	28	9	Charlotte	3614	3626
T84	ENT 3647 3650	her	28	9	Charlotte	3647	3650
T85	ENT 3647 3658	her husband	28	20	Mr. Collins	3647	3658
T86	ENT 3794 3796	he	28	20	Mr. Collins	3794	3796
