ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 22	The Bennets	21	24	Bennets	11	22
T1	ENT 49 60	the Lucases	21	27	OTHER	49	60
T2	ENT 103 113	Miss Lucas	21	9	Charlotte	103	113
T3	ENT 138 149	Mr. Collins	21	20	Mr. Collins	138	149
T4	ENT 152 161	Elizabeth	21	0	Elizabeth	152	161
T5	ENT 194 197	her	21	9	Charlotte	194	197
T6	ENT 212 215	him	21	20	Mr. Collins	212	215
T7	ENT 241 244	she	21	0	Elizabeth	241	244
T8	ENT 303 312	Charlotte	21	9	Charlotte	303	312
T9	ENT 321 324	her	21	9	Charlotte	321	324
T10	ENT 321 331	her friend	21	0	Elizabeth	321	331
T11	ENT 335 338	her	21	9	Charlotte	335	338
T12	ENT 395 398	her	21	9	Charlotte	395	398
T13	ENT 427 430	her	21	9	Charlotte	427	430
T14	ENT 466 475	Charlotte	21	9	Charlotte	466	475
T15	ENT 510 519	Elizabeth	21	0	Elizabeth	510	519
T16	ENT 587 590	her	21	0	Elizabeth	587	590
T17	ENT 610 621	Mr. Collins	21	20	Mr. Collins	610	621
T18	ENT 662 669	herself	21	9	Charlotte	662	669
T19	ENT 681 691	Miss Lucas	21	9	Charlotte	681	691
T20	ENT 774 777	she	21	9	Charlotte	774	777
T21	ENT 822 824	he	21	20	Mr. Collins	822	824
T22	ENT 847 860	Hertfordshire	21	27	OTHER	847	860
T23	ENT 880 884	here	21	27	OTHER	880	884
T24	ENT 885 888	she	21	9	Charlotte	885	888
T25	ENT 935 938	his	21	20	Mr. Collins	935	938
T26	ENT 962 965	him	21	20	Mr. Collins	962	965
T27	ENT 983 998	Longbourn House	21	27	OTHER	983	998
T28	ENT 1055 1066	Lucas Lodge	21	27	OTHER	1055	1066
T29	ENT 1076 1083	himself	21	20	Mr. Collins	1076	1083
T30	ENT 1087 1090	her	21	9	Charlotte	1087	1090
T31	ENT 1098 1100	He	21	20	Mr. Collins	1098	1100
T32	ENT 1136 1139	his	21	20	Mr. Collins	1136	1139
T33	ENT 1136 1147	his cousins	21	24	Bennets	1136	1147
T34	ENT 1185 1188	him	21	20	Mr. Collins	1185	1188
T35	ENT 1232 1235	his	21	20	Mr. Collins	1232	1235
T36	ENT 1249 1251	he	21	20	Mr. Collins	1249	1251
T37	ENT 1394 1403	Charlotte	21	9	Charlotte	1394	1403
T38	ENT 1437 1439	he	21	20	Mr. Collins	1437	1439
T39	ENT 1503 1506	His	21	20	Mr. Collins	1503	1506
T40	ENT 1563 1573	Miss Lucas	21	9	Charlotte	1563	1573
T41	ENT 1584 1587	him	21	20	Mr. Collins	1584	1587
