ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 39 55	the young people	15	24.0	Bennets	39	55
T1	ENT 75 85	their aunt	15	27.0	OTHER	75	85
T2	ENT 96 107	Mr. Collins	15	20.0	Mr. Collins	96	107
T3	ENT 139 150	Mrs. Bennet	15	3.0	Mrs. Bennet	139	150
T4	ENT 179 182	his	15	20.0	Mr. Collins	179	182
T5	ENT 219 228	the coach	15	-1.0	NONE	219	228
T6	ENT 238 241	him	15	20.0	Mr. Collins	238	241
T7	ENT 246 249	his	15	20.0	Mr. Collins	246	249
T8	ENT 246 262	his five cousins	15	24.0	Bennets	246	262
T9	ENT 285 292	Meryton	15	-1.0	NONE	285	292
T10	ENT 299 308	the girls	15	24.0	Bennets	299	308
T11	ENT 355 371	the drawing-room	15	-1.0	NONE	355	371
T12	ENT 379 390	Mr. Wickham	15	7.0	Wickham	379	390
T13	ENT 404 415	their uncle	15	27.0	OTHER	404	415
T14	ENT 448 457	the house	15	-1.0	NONE	448	457
T15	ENT 531 542	Mr. Collins	15	20.0	Mr. Collins	531	542
T16	ENT 573 576	him	15	20.0	Mr. Collins	573	576
T17	ENT 594 596	he	15	20.0	Mr. Collins	594	596
T18	ENT 647 660	the apartment	15	-1.0	NONE	647	660
T19	ENT 668 670	he	15	20.0	Mr. Collins	668	670
T20	ENT 680 682	he	15	20.0	Mr. Collins	680	682
T21	ENT 710 717	himself	15	20.0	Mr. Collins	710	717
T22	ENT 721 755	the small summer breakfast parlour	15	-1.0	NONE	721	755
T23	ENT 759 766	Rosings	15	-1.0	NONE	759	766
T24	ENT 841 854	Mrs. Phillips	15	27.0	OTHER	841	854
T25	ENT 871 874	him	15	20.0	Mr. Collins	871	874
T26	ENT 880 887	Rosings	15	-1.0	NONE	880	887
T27	ENT 906 920	its proprietor	15	-1.0	NONE	906	920
T28	ENT 929 932	she	15	27.0	OTHER	929	932
T29	ENT 980 994	Lady Catherine	15	17.0	Lady Catherine	980	994
T30	ENT 1085 1088	she	15	27.0	OTHER	1085	1088
T31	ENT 1177 1192	the housekeeper	15	-1.0	NONE	1177	1192
T32	ENT 1177 1200	the housekeeper 's room	15	-1.0	NONE	1177	1200
T33	ENT 1220 1223	her	15	27.0	OTHER	1220	1223
T34	ENT 1244 1258	Lady Catherine	15	17.0	Lady Catherine	1244	1258
T35	ENT 1263 1266	her	15	17.0	Lady Catherine	1263	1266
T36	ENT 1263 1274	her mansion	15	17.0	Lady Catherine	1263	1274
T37	ENT 1318 1321	his	15	20.0	Mr. Collins	1318	1321
T38	ENT 1326 1338	humble abode	15	-1.0	NONE	1326	1338
T39	ENT 1318 1338	his own humble abode	15	-1.0	NONE	1318	1338
T40	ENT 1362 1364	it	15	-1.0	NONE	1362	1364
T41	ENT 1381 1383	he	15	20.0	Mr. Collins	1381	1383
T42	ENT 1411 1424	the gentlemen	15	31.0	collective	1411	1424
T43	ENT 1432 1436	them	15	31.0	collective	1432	1436
T44	ENT 1443 1445	he	15	20.0	Mr. Collins	1443	1445
T45	ENT 1455 1468	Mrs. Phillips	15	27.0	OTHER	1455	1468
T46	ENT 1469 1494	a very attentive listener	15	27.0	OTHER	1469	1494
T47	ENT 1514 1517	his	15	20.0	Mr. Collins	1514	1517
T48	ENT 1550 1553	she	15	27.0	OTHER	1550	1553
T49	ENT 1607 1610	her	15	27.0	OTHER	1607	1610
T50	ENT 1607 1621	her neighbours	15	-1.0	NONE	1607	1621
T51	ENT 1633 1636	she	15	27.0	OTHER	1633	1636
T52	ENT 1648 1657	the girls	15	24.0	Bennets	1648	1657
T53	ENT 1684 1696	their cousin	15	20.0	Mr. Collins	1684	1696
T54	ENT 1909 1922	The gentlemen	15	31.0	collective	1909	1922
T55	ENT 1947 1958	Mr. Wickham	15	7.0	Wickham	1947	1958
T56	ENT 1971 1979	the room	15	-1.0	NONE	1971	1979
T57	ENT 1982 1991	Elizabeth	15	0.0	Elizabeth	1982	1991
T58	ENT 2002 2005	she	15	0.0	Elizabeth	2002	2005
T59	ENT 2030 2033	him	15	7.0	Wickham	2030	2033
T60	ENT 2059 2062	him	15	7.0	Wickham	2059	2062
T61	ENT 2125 2156	The officers of the -- -- shire	15	27.0	OTHER	2125	2156
T62	ENT 2141 2156	the -- -- shire	15	-1.0	NONE	2141	2156
T63	ENT 2173 2210	a very creditable , gentlemanlike set	15	31.0	collective	2173	2210
T64	ENT 2217 2233	the best of them	15	-1.0	NONE	2217	2233
T65	ENT 2229 2233	them	15	31.0	collective	2229	2233
T66	ENT 2242 2259	the present party	15	-1.0	NONE	2242	2259
T67	ENT 2266 2277	Mr. Wickham	15	7.0	Wickham	2266	2277
T68	ENT 2296 2300	them	15	31.0	collective	2296	2300
T69	ENT 2377 2401	the broad-faced , stuffy	15	-1.0	NONE	2377	2401
T70	ENT 2402 2416	uncle Phillips	15	27.0	OTHER	2402	2416
T71	ENT 2454 2458	them	15	31.0	collective	2454	2458
T72	ENT 2464 2472	the room	15	-1.0	NONE	2464	2472
T73	ENT 2475 2486	Mr. Wickham	15	7.0	Wickham	2475	2486
T74	ENT 2525 2541	every female eye	15	27.0	OTHER	2525	2541
T75	ENT 2491 2552	the happy man towards whom almost every female eye was turned	15	7.0	Wickham	2491	2552
T76	ENT 2559 2568	Elizabeth	15	0.0	Elizabeth	2559	2568
T77	ENT 2597 2599	he	15	7.0	Wickham	2597	2599
T78	ENT 2573 2622	the happy woman by whom he finally seated himself	15	0.0	Elizabeth	2573	2622
T79	ENT 2615 2622	himself	15	7.0	Wickham	2615	2622
T80	ENT 2659 2661	he	15	7.0	Wickham	2659	2661
T81	ENT 2750 2753	her	15	0.0	Elizabeth	2750	2753
T82	ENT 2858 2869	the speaker	15	7.0	Wickham	2858	2869
T83	ENT 2877 2888	such rivals	15	-1.0	NONE	2877	2888
T84	ENT 2907 2915	the fair	15	31.0	collective	2907	2915
T85	ENT 2919 2930	Mr. Wickham	15	7.0	Wickham	2919	2930
T86	ENT 2935 2947	the officers	15	27.0	OTHER	2935	2947
T87	ENT 2950 2961	Mr. Collins	15	20.0	Mr. Collins	2950	2961
T88	ENT 3002 3018	the young ladies	15	24.0	Bennets	3002	3018
T89	ENT 3019 3021	he	15	20.0	Mr. Collins	3019	3021
T90	ENT 3050 3052	he	15	20.0	Mr. Collins	3050	3052
T91	ENT 3095 3108	Mrs. Phillips	15	27.0	OTHER	3095	3108
T92	ENT 3122 3125	her	15	27.0	OTHER	3122	3125
T93	ENT 3226 3228	he	15	20.0	Mr. Collins	3226	3228
T94	ENT 3261 3264	her	15	27.0	OTHER	3261	3264
T95	ENT 3352 3354	he	15	20.0	Mr. Collins	3352	3354
T96	ENT 3434 3447	Mrs. Phillips	15	27.0	OTHER	3434	3447
T97	ENT 3466 3469	his	15	20.0	Mr. Collins	3466	3469
T98	ENT 3506 3509	his	15	20.0	Mr. Collins	3506	3509
T99	ENT 3519 3530	Mr. Wickham	15	7.0	Wickham	3519	3530
T100	ENT 3582 3584	he	15	7.0	Wickham	3582	3584
T101	ENT 3621 3630	Elizabeth	15	0.0	Elizabeth	3621	3630
T102	ENT 3635 3640	Lydia	15	5.0	Lydia	3635	3640
T103	ENT 3675 3680	Lydia	15	5.0	Lydia	3675	3680
T104	ENT 3695 3698	him	15	7.0	Wickham	3695	3698
T105	ENT 3714 3717	she	15	5.0	Lydia	3714	3717
T106	ENT 3722 3746	a most determined talker	15	5.0	Lydia	3722	3746
T107	ENT 3804 3807	she	15	5.0	Lydia	3804	3807
T108	ENT 3996 4007	Mr. Wickham	15	7.0	Wickham	3996	4007
T109	ENT 4044 4053	Elizabeth	15	0.0	Elizabeth	4044	4053
T110	ENT 4060 4063	she	15	0.0	Elizabeth	4060	4063
T111	ENT 4089 4092	him	15	7.0	Wickham	4089	4092
T112	ENT 4107 4110	she	15	0.0	Elizabeth	4107	4110
T113	ENT 4134 4137	she	15	0.0	Elizabeth	4134	4137
T114	ENT 4182 4185	his	15	7.0	Wickham	4182	4185
T115	ENT 4204 4213	Mr. Darcy	15	1.0	Darcy	4204	4213
T116	ENT 4216 4219	She	15	0.0	Elizabeth	4216	4219
T117	ENT 4243 4257	that gentleman	15	1.0	Darcy	4243	4257
T118	ENT 4260 4263	Her	15	0.0	Elizabeth	4260	4263
T119	ENT 4314 4325	Mr. Wickham	15	7.0	Wickham	4314	4325
T120	ENT 4344 4351	himself	15	7.0	Wickham	4344	4351
T121	ENT 4354 4356	He	15	7.0	Wickham	4354	4356
T122	ENT 4374 4385	Netherfield	15	-1.0	NONE	4374	4385
T123	ENT 4395 4402	Meryton	15	-1.0	NONE	4395	4402
T124	ENT 4427 4430	her	15	0.0	Elizabeth	4427	4430
T125	ENT 4478 4487	Mr. Darcy	15	1.0	Darcy	4478	4487
T126	ENT 4505 4510	there	15	-1.0	NONE	4505	4510
T127	ENT 4540 4549	Elizabeth	15	0.0	Elizabeth	4540	4549
T128	ENT 4610 4612	He	15	1.0	Darcy	4610	4612
T129	ENT 4648 4658	Derbyshire	15	-1.0	NONE	4648	4658
T130	ENT 4699 4710	Mr. Wickham	15	7.0	Wickham	4699	4710
T131	ENT 4716 4719	his	15	1.0	Darcy	4716	4719
T132	ENT 4716 4726	his estate	15	7.0	Wickham	4716	4726
T133	ENT 4811 4819	a person	15	7.0	Wickham	4811	4819
T134	ENT 4925 4928	his	15	1.0	Darcy	4925	4928
T135	ENT 4925 4935	his family	15	-1.0	NONE	4925	4935
T136	ENT 4980 4989	Elizabeth	15	0.0	Elizabeth	4980	4989
T137	ENT 5052 5063	Miss Bennet	15	0.0	Elizabeth	5052	5063
T138	ENT 5205 5214	Mr. Darcy	15	1.0	Darcy	5205	5214
T139	ENT 5263 5272	Elizabeth	15	0.0	Elizabeth	5263	5272
T140	ENT 5316 5330	the same house	15	-1.0	NONE	5316	5330
T141	ENT 5336 5339	him	15	1.0	Darcy	5336	5339
T142	ENT 5354 5357	him	15	1.0	Darcy	5354	5357
T143	ENT 5433 5440	Wickham	15	7.0	Wickham	5433	5440
T144	ENT 5452 5455	his	15	1.0	Darcy	5452	5455
T145	ENT 5533 5536	him	15	1.0	Darcy	5533	5536
T146	ENT 5565 5577	a fair judge	15	7.0	Wickham	5565	5577
T147	ENT 5656 5659	him	15	1.0	Darcy	5656	5659
T148	ENT 5776 5791	your own family	15	24.0	Bennets	5776	5791
T149	ENT 5858 5888	any house in the neighbourhood	15	-1.0	NONE	5858	5888
T150	ENT 5871 5888	the neighbourhood	15	-1.0	NONE	5871	5888
T151	ENT 5898 5909	Netherfield	15	-1.0	NONE	5898	5909
T152	ENT 5912 5914	He	15	1.0	Darcy	5912	5914
T153	ENT 5938 5951	Hertfordshire	15	-1.0	NONE	5938	5951
T154	ENT 5954 5963	Everybody	15	27.0	OTHER	5954	5963
T155	ENT 5982 5985	his	15	1.0	Darcy	5982	5985
T156	ENT 6012 6015	him	15	1.0	Darcy	6012	6015
T157	ENT 6045 6051	anyone	15	-1.0	NONE	6045	6051
T158	ENT 6100 6107	Wickham	15	7.0	Wickham	6100	6107
T159	ENT 6147 6149	he	15	1.0	Darcy	6147	6149
T160	ENT 6158 6165	any man	15	1.0	Darcy	6158	6165
T161	ENT 6197 6210	their deserts	15	-1.0	NONE	6197	6210
T162	ENT 6224 6227	him	15	1.0	Darcy	6224	6227
T163	ENT 6267 6276	The world	15	-1.0	NONE	6267	6276
T164	ENT 6291 6294	his	15	1.0	Darcy	6291	6294
T165	ENT 6338 6341	his	15	1.0	Darcy	6338	6341
T166	ENT 6379 6382	him	15	1.0	Darcy	6379	6382
T167	ENT 6391 6393	he	15	1.0	Darcy	6391	6393
T168	ENT 6435 6438	him	15	1.0	Darcy	6435	6438
T169	ENT 6484 6503	an ill-tempered man	15	1.0	Darcy	6484	6503
T170	ENT 6509 6516	Wickham	15	7.0	Wickham	6509	6516
T171	ENT 6528 6531	his	15	7.0	Wickham	6528	6531
T172	ENT 6561 6563	he	15	7.0	Wickham	6561	6563
T173	ENT 6615 6617	he	15	1.0	Darcy	6615	6617
T174	ENT 6637 6649	this country	15	-1.0	NONE	6637	6649
T175	ENT 6720 6723	his	15	1.0	Darcy	6720	6723
T176	ENT 6749 6760	Netherfield	15	-1.0	NONE	6749	6760
T177	ENT 6794 6809	the -- -- shire	15	-1.0	NONE	6794	6809
T178	ENT 6834 6837	his	15	1.0	Darcy	6834	6837
T179	ENT 6847 6864	the neighbourhood	15	-1.0	NONE	6847	6864
T180	ENT 6926 6935	Mr. Darcy	15	1.0	Darcy	6926	6935
T181	ENT 6943 6945	he	15	1.0	Darcy	6943	6945
T182	ENT 6980 6982	he	15	1.0	Darcy	6980	6982
T183	ENT 6993 6995	We	15	-1.0	NONE	6993	6995
T184	ENT 7060 7063	him	15	1.0	Darcy	7060	7063
T185	ENT 7102 7105	him	15	1.0	Darcy	7102	7105
T186	ENT 7145 7154	the world	15	-1.0	NONE	7145	7154
T187	ENT 7219 7222	his	15	1.0	Darcy	7219	7222
T188	ENT 7234 7236	he	15	1.0	Darcy	7234	7236
T189	ENT 7242 7245	His	15	1.0	Darcy	7242	7245
T190	ENT 7242 7252	His father	15	27.0	OTHER	7242	7252
T191	ENT 7255 7266	Miss Bennet	15	0.0	Elizabeth	7255	7266
T192	ENT 7269 7287	the late Mr. Darcy	15	27.0	OTHER	7269	7287
T193	ENT 7294 7332	one of the best men that ever breathed	15	27.0	OTHER	7294	7332
T194	ENT 7301 7332	the best men that ever breathed	15	27.0	OTHER	7301	7332
T195	ENT 7339 7367	the truest friend I ever had	15	27.0	OTHER	7339	7367
T196	ENT 7405 7419	this Mr. Darcy	15	1.0	Darcy	7405	7419
T197	ENT 7491 7494	His	15	1.0	Darcy	7491	7494
T198	ENT 7574 7577	him	15	1.0	Darcy	7574	7577
T199	ENT 7616 7619	his	15	1.0	Darcy	7616	7619
T200	ENT 7673 7676	his	15	1.0	Darcy	7673	7676
T201	ENT 7673 7683	his father	15	27.0	OTHER	7673	7683
T202	ENT 7689 7698	Elizabeth	15	0.0	Elizabeth	7689	7698
T203	ENT 7766 7769	her	15	0.0	Elizabeth	7766	7769
T204	ENT 7829 7840	Mr. Wickham	15	7.0	Wickham	7829	7840
T205	ENT 7881 7888	Meryton	15	7.0	Wickham	7881	7888
T206	ENT 7891 7908	the neighbourhood	15	-1.0	NONE	7891	7908
T207	ENT 7911 7922	the society	15	-1.0	NONE	7911	7922
T208	ENT 7964 7966	he	15	7.0	Wickham	7964	7966
T209	ENT 7998 8008	the latter	15	-1.0	NONE	7998	8008
T210	ENT 8122 8124	he	15	7.0	Wickham	8122	8124
T211	ENT 8175 8190	the -- -- shire	15	-1.0	NONE	8175	8190
T212	ENT 8209 8245	a most respectable , agreeable corps	15	-1.0	NONE	8209	8245
T213	ENT 8252 8261	my friend	15	-1.0	NONE	8252	8261
T214	ENT 8262 8267	Denny	15	13.0	Denny	8262	8267
T215	ENT 8290 8293	his	15	13.0	Denny	8290	8293
T216	ENT 8305 8327	their present quarters	15	-1.0	NONE	8305	8327
T217	ENT 8388 8395	Meryton	15	-1.0	NONE	8388	8395
T218	ENT 8409 8413	them	15	27.0	OTHER	8409	8413
T219	ENT 8467 8485	a disappointed man	15	7.0	Wickham	8467	8485
T220	ENT 8664 8674	The church	15	-1.0	NONE	8664	8674
T221	ENT 8736 8746	the church	15	-1.0	NONE	8736	8746
T222	ENT 8842 8855	the gentleman	15	1.0	Darcy	8842	8855
T223	ENT 8915 8933	the late Mr. Darcy	15	27.0	OTHER	8915	8933
T224	ENT 8992 8995	his	15	27.0	OTHER	8992	8995
T225	ENT 9003 9005	He	15	27.0	OTHER	9003	9005
T226	ENT 9010 9022	my godfather	15	27.0	OTHER	9010	9022
T227	ENT 9082 9085	his	15	27.0	OTHER	9082	9085
