ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 33 42	Elizabeth	33	0	Elizabeth	33	42
T1	ENT 75 82	herself	33	0	Elizabeth	75	82
T2	ENT 111 120	Mr. Darcy	33	1	Darcy	111	120
T3	ENT 133 136	her	33	0	Elizabeth	133	136
T4	ENT 189 193	Jane	33	2	Jane	189	193
T5	ENT 209 212	her	33	0	Elizabeth	209	212
T6	ENT 219 222	her	33	0	Elizabeth	219	222
T7	ENT 232 236	Kent	33	-1	NONE	232	236
T8	ENT 490 493	her	33	2	Jane	490	493
T9	ENT 601 609	everyone	33	27	OTHER	601	609
T10	ENT 645 654	Elizabeth	33	0	Elizabeth	645	654
T11	ENT 783 792	Mr. Darcy	33	1	Darcy	783	792
T12	ENT 826 828	he	33	1	Darcy	826	828
T13	ENT 861 864	her	33	0	Elizabeth	861	864
T14	ENT 883 886	her	33	0	Elizabeth	883	886
T15	ENT 883 893	her sister	33	2	Jane	883	893
T16	ENT 948 951	his	33	1	Darcy	948	951
T17	ENT 961 968	Rosings	33	-1	NONE	961	968
T18	ENT 1063 1066	she	33	0	Elizabeth	1063	1066
T19	ENT 1074 1081	herself	33	0	Elizabeth	1074	1081
T20	ENT 1090 1094	Jane	33	2	Jane	1090	1094
T21	ENT 1148 1151	her	33	2	Jane	1148	1151
T22	ENT 1195 1198	She	33	0	Elizabeth	1195	1198
T23	ENT 1218 1223	Darcy	33	1	Darcy	1218	1223
T24	ENT 1235 1239	Kent	33	-1	NONE	1235	1239
T25	ENT 1265 1268	his	33	1	Darcy	1265	1268
T26	ENT 1265 1275	his cousin	33	37	Col Fitzwilliam	1265	1275
T27	ENT 1291 1294	him	33	1	Darcy	1291	1294
T28	ENT 1301 1320	Colonel Fitzwilliam	33	37	Col Fitzwilliam	1301	1320
T29	ENT 1344 1346	he	33	37	Col Fitzwilliam	1344	1346
T30	ENT 1391 1393	he	33	37	Col Fitzwilliam	1391	1393
T31	ENT 1400 1403	she	33	0	Elizabeth	1400	1403
T32	ENT 1437 1440	him	33	37	Col Fitzwilliam	1437	1440
T33	ENT 1471 1474	she	33	0	Elizabeth	1471	1474
T34	ENT 1531 1534	her	33	0	Elizabeth	1531	1534
T35	ENT 1592 1611	Colonel Fitzwilliam	33	37	Col Fitzwilliam	1592	1611
T36	ENT 1612 1619	himself	33	37	Col Fitzwilliam	1612	1619
T37	ENT 1720 1723	her	33	0	Elizabeth	1720	1723
T38	ENT 1764 1767	her	33	0	Elizabeth	1764	1767
T39	ENT 1819 1822	her	33	0	Elizabeth	1819	1822
T40	ENT 1841 1844	she	33	0	Elizabeth	1841	1844
T41	ENT 1849 1858	Mr. Darcy	33	1	Darcy	1849	1858
T42	ENT 1869 1877	the room	33	-1	NONE	1869	1877
T43	ENT 1901 1903	he	33	1	Darcy	1901	1903
T44	ENT 1939 1942	her	33	0	Elizabeth	1939	1942
T45	ENT 1961 1964	his	33	1	Darcy	1961	1964
T46	ENT 1997 2000	she	33	0	Elizabeth	1997	2000
T47	ENT 2015 2018	She	33	0	Elizabeth	2015	2018
T48	ENT 2028 2031	him	33	1	Darcy	2028	2031
T49	ENT 2053 2055	He	33	1	Darcy	2053	2055
T50	ENT 2120 2128	the room	33	-1	NONE	2120	2128
T51	ENT 2131 2140	Elizabeth	33	0	Elizabeth	2131	2140
T52	ENT 2216 2218	he	33	1	Darcy	2216	2218
T53	ENT 2232 2235	her	33	0	Elizabeth	2232	2235
T54	ENT 2430 2439	Elizabeth	33	0	Elizabeth	2430	2439
T55	ENT 2480 2483	She	33	0	Elizabeth	2480	2483
T56	ENT 2536 2538	he	33	1	Darcy	2536	2538
T57	ENT 2604 2606	he	33	1	Darcy	2604	2606
T58	ENT 2636 2639	her	33	0	Elizabeth	2636	2639
T59	ENT 2665 2667	He	33	1	Darcy	2665	2667
T60	ENT 2753 2755	he	33	1	Darcy	2753	2755
T61	ENT 2823 2826	His	33	1	Darcy	2823	2826
T62	ENT 2836 2839	her	33	0	Elizabeth	2836	2839
T63	ENT 3015 3017	he	33	1	Darcy	3015	3017
T64	ENT 3068 3071	his	33	1	Darcy	3068	3071
T65	ENT 3091 3094	her	33	0	Elizabeth	3091	3094
T66	ENT 3119 3122	she	33	0	Elizabeth	3119	3122
T67	ENT 3168 3178	such a man	33	1	Darcy	3168	3178
T68	ENT 3205 3208	her	33	0	Elizabeth	3205	3208
T69	ENT 3250 3253	she	33	0	Elizabeth	3250	3253
T70	ENT 3286 3288	he	33	1	Darcy	3286	3288
T71	ENT 3337 3340	his	33	1	Darcy	3337	3340
T72	ENT 3363 3366	she	33	0	Elizabeth	3363	3366
T73	ENT 3398 3401	She	33	0	Elizabeth	3398	3401
T74	ENT 3431 3438	herself	33	0	Elizabeth	3431	3438
T75	ENT 3449 3452	him	33	1	Darcy	3449	3452
T76	ENT 3474 3476	he	33	1	Darcy	3474	3476
T77	ENT 3496 3498	He	33	1	Darcy	3496	3498
T78	ENT 3530 3533	her	33	0	Elizabeth	3530	3533
T79	ENT 3590 3593	his	33	1	Darcy	3590	3593
T80	ENT 3607 3609	he	33	1	Darcy	3607	3609
T81	ENT 3664 3667	his	33	1	Darcy	3664	3667
T82	ENT 3706 3709	her	33	0	Elizabeth	3706	3709
T83	ENT 3724 3727	his	33	1	Darcy	3724	3727
T84	ENT 3738 3740	he	33	1	Darcy	3738	3740
T85	ENT 3753 3756	she	33	0	Elizabeth	3753	3756
T86	ENT 3779 3781	he	33	1	Darcy	3779	3781
T87	ENT 3820 3822	He	33	1	Darcy	3820	3822
T88	ENT 3867 3870	his	33	1	Darcy	3867	3870
T89	ENT 3972 3974	he	33	1	Darcy	3972	3974
T90	ENT 4005 4008	her	33	0	Elizabeth	4005	4008
T91	ENT 4022 4025	she	33	0	Elizabeth	4022	4025
T92	ENT 4460 4466	anyone	33	27	OTHER	4460	4466
T93	ENT 4719 4728	Mr. Darcy	33	1	Darcy	4719	4728
T94	ENT 4776 4779	his	33	1	Darcy	4776	4779
T95	ENT 4794 4797	her	33	0	Elizabeth	4794	4797
T96	ENT 4821 4824	her	33	0	Elizabeth	4821	4824
T97	ENT 4871 4874	His	33	1	Darcy	4871	4874
T98	ENT 4934 4937	his	33	1	Darcy	4934	4937
T99	ENT 4974 4976	He	33	1	Darcy	4974	4976
T100	ENT 5045 5048	his	33	1	Darcy	5045	5048
T101	ENT 5059 5061	he	33	1	Darcy	5059	5061
T102	ENT 5071 5078	himself	33	1	Darcy	5071	5078
T103	ENT 5118 5127	Elizabeth	33	0	Elizabeth	5118	5127
T104	ENT 5197 5199	he	33	1	Darcy	5197	5199
T105	ENT 5466 5469	she	33	0	Elizabeth	5466	5469
T106	ENT 5933 5940	the man	33	1	Darcy	5933	5940
T107	ENT 6013 6034	a most beloved sister	33	2	Jane	6013	6034
T108	ENT 6043 6046	she	33	0	Elizabeth	6043	6046
T109	ENT 6072 6081	Mr. Darcy	33	1	Darcy	6072	6081
T110	ENT 6131 6133	he	33	1	Darcy	6131	6133
T111	ENT 6175 6178	her	33	0	Elizabeth	6175	6178
T112	ENT 6185 6188	she	33	0	Elizabeth	6185	6188
T113	ENT 6227 6236	the world	33	-1	NONE	6227	6236
T114	ENT 6323 6328	there	33	-1	NONE	6323	6328
