ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 50 61	the sisters	11	29	JaneElizabeth	50	61
T1	ENT 64 73	Elizabeth	11	0	Elizabeth	64	73
T2	ENT 100 112	their mother	11	3	Mrs. Bennet	100	112
T3	ENT 127 139	the carriage	11	-1	NONE	127	139
T4	ENT 158 162	them	11	29	JaneElizabeth	158	162
T5	ENT 194 205	Mrs. Bennet	11	3	Mrs. Bennet	194	205
T6	ENT 230 233	her	11	3	Mrs. Bennet	230	233
T7	ENT 230 243	her daughters	11	29	JaneElizabeth	230	243
T8	ENT 257 268	Netherfield	11	-1	NONE	257	268
T9	ENT 325 329	Jane	11	2	Jane	325	329
T10	ENT 356 363	herself	11	3	Mrs. Bennet	356	363
T11	ENT 375 379	them	11	29	JaneElizabeth	375	379
T12	ENT 403 406	Her	11	3	Mrs. Bennet	403	406
T13	ENT 465 474	Elizabeth	11	0	Elizabeth	465	474
T14	ENT 491 494	she	11	0	Elizabeth	491	494
T15	ENT 516 520	home	11	3	Mrs. Bennet	516	520
T16	ENT 523 534	Mrs. Bennet	11	3	Mrs. Bennet	523	534
T17	ENT 540 544	them	11	29	JaneElizabeth	540	544
T18	ENT 584 596	the carriage	11	-1	NONE	584	596
T19	ENT 621 624	her	11	3	Mrs. Bennet	621	624
T20	ENT 659 670	Mr. Bingley	11	6	Bingley	659	670
T21	ENT 675 678	his	11	6	Bingley	675	678
T22	ENT 675 685	his sister	11	8	Miss Bingley	675	685
T23	ENT 694 698	them	11	29	JaneElizabeth	694	698
T24	ENT 716 719	she	11	3	Mrs. Bennet	716	719
T25	ENT 732 736	them	11	29	JaneElizabeth	732	736
T26	ENT 784 793	Elizabeth	11	0	Elizabeth	784	793
T27	ENT 829 832	she	11	0	Elizabeth	829	832
T28	ENT 930 940	themselves	11	29	JaneElizabeth	930	940
T29	ENT 959 962	she	11	0	Elizabeth	959	962
T30	ENT 969 973	Jane	11	2	Jane	969	973
T31	ENT 984 995	Mr. Bingley	11	6	Bingley	984	995
T32	ENT 996 1007	's carriage	11	-1	NONE	996	1007
T33	ENT 1089 1100	Netherfield	11	-1	NONE	1089	1100
T34	ENT 1185 1212	many professions of concern	11	-1	NONE	1185	1212
T35	ENT 1246 1250	them	11	29	JaneElizabeth	1246	1250
T36	ENT 1302 1306	Jane	11	2	Jane	1302	1306
T37	ENT 1356 1368	Miss Bingley	11	8	Miss Bingley	1356	1368
T38	ENT 1389 1392	she	11	8	Miss Bingley	1389	1392
T39	ENT 1422 1425	her	11	8	Miss Bingley	1422	1425
T40	ENT 1450 1460	one sister	11	0	Elizabeth	1450	1460
T41	ENT 1475 1478	her	11	8	Miss Bingley	1475	1478
T42	ENT 1505 1528	The master of the house	11	8	Miss Bingley	1505	1528
T43	ENT 1519 1528	the house	11	-1	NONE	1519	1528
T44	ENT 1616 1627	Miss Bennet	11	2	Jane	1616	1627
T45	ENT 1658 1661	her	11	2	Jane	1658	1661
T46	ENT 1670 1673	she	11	2	Jane	1670	1673
T47	ENT 1705 1709	Jane	11	2	Jane	1705	1709
T48	ENT 1725 1728	she	11	2	Jane	1725	1728
T49	ENT 1734 1741	herself	11	2	Jane	1734	1741
T50	ENT 1759 1768	Mr. Darcy	11	1	Darcy	1759	1768
T51	ENT 1800 1809	Elizabeth	11	0	Elizabeth	1800	1809
T52	ENT 1822 1833	Netherfield	11	-1	NONE	1822	1833
T53	ENT 1848 1851	She	11	0	Elizabeth	1848	1851
T54	ENT 1862 1865	him	11	1	Darcy	1862	1865
T55	ENT 1876 1878	he	11	1	Darcy	1876	1878
T56	ENT 1892 1904	Miss Bingley	11	8	Miss Bingley	1892	1904
T57	ENT 1922 1925	her	11	0	Elizabeth	1922	1925
T58	ENT 1961 1968	himself	11	1	Darcy	1961	1968
T59	ENT 1971 1973	He	11	1	Darcy	1971	1973
T60	ENT 2066 2069	him	11	1	Darcy	2066	2069
T61	ENT 2099 2102	her	11	0	Elizabeth	2099	2102
T62	ENT 2132 2135	his	11	1	Darcy	2132	2135
T63	ENT 2198 2201	his	11	1	Darcy	2198	2201
T64	ENT 2299 2302	his	11	1	Darcy	2299	2302
T65	ENT 2313 2315	he	11	1	Darcy	2313	2315
T66	ENT 2344 2347	her	11	0	Elizabeth	2344	2347
T67	ENT 2421 2431	themselves	11	31	collective	2421	2431
T68	ENT 2451 2453	he	11	1	Darcy	2451	2453
T69	ENT 2486 2489	his	11	1	Darcy	2486	2489
T70	ENT 2524 2527	her	11	0	Elizabeth	2524	2527
T71	ENT 2625 2637	Miss Bingley	11	8	Miss Bingley	2625	2637
T72	ENT 2653 2662	Elizabeth	11	0	Elizabeth	2653	2662
T73	ENT 2707 2710	her	11	8	Miss Bingley	2707	2710
T74	ENT 2725 2729	Jane	11	2	Jane	2725	2729
T75	ENT 2818 2821	her	11	8	Miss Bingley	2818	2821
T76	ENT 2829 2832	her	11	2	Jane	2829	2832
T77	ENT 2843 2852	Longbourn	11	-1	NONE	2843	2852
T78	ENT 2856 2867	Netherfield	11	-1	NONE	2856	2867
T79	ENT 2884 2887	her	11	2	Jane	2884	2887
T80	ENT 2904 2907	she	11	8	Miss Bingley	2904	2907
T81	ENT 2930 2940	the former	11	0	Elizabeth	2930	2940
T82	ENT 2943 2952	Elizabeth	11	0	Elizabeth	2943	2952
T83	ENT 2967 2982	the whole party	11	27	OTHER	2967	2982
T84	ENT 3036 3040	home	11	-1	NONE	3036	3040
T85	ENT 3059 3071	their mother	11	3	Mrs. Bennet	3059	3071
T86	ENT 3074 3085	Mrs. Bennet	11	3	Mrs. Bennet	3074	3085
T87	ENT 3125 3129	them	11	29	JaneElizabeth	3125	3129
T88	ENT 3180 3184	Jane	11	2	Jane	3180	3184
T89	ENT 3220 3232	their father	11	4	Mr. Bennet	3220	3232
T90	ENT 3258 3261	his	11	4	Mr. Bennet	3258	3261
T91	ENT 3311 3315	them	11	29	JaneElizabeth	3311	3315
T92	ENT 3318 3320	he	11	4	Mr. Bennet	3318	3320
T93	ENT 3504 3508	Jane	11	2	Jane	3504	3508
T94	ENT 3513 3522	Elizabeth	11	0	Elizabeth	3513	3522
T95	ENT 3536 3540	Mary	11	19	Mary	3536	3540
T96	ENT 3706 3715	Catherine	11	18	Kitty	3706	3715
T97	ENT 3720 3725	Lydia	11	5	Lydia	3720	3725
T98	ENT 3746 3750	them	11	29	JaneElizabeth	3746	3750
T99	ENT 3818 3830	the regiment	11	-1	NONE	3818	3830
T100	ENT 3863 3886	several of the officers	11	-1	NONE	3863	3886
T101	ENT 3874 3886	the officers	11	-1	NONE	3874	3886
T102	ENT 3909 3920	their uncle	11	27	OTHER	3909	3920
T103	ENT 3923 3932	a private	11	-1	NONE	3923	3932
T104	ENT 3989 4004	Colonel Forster	11	27	OTHER	3989	4004
