ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 22	Mr. Collins	19	20	Mr. Collins	11	22
T1	ENT 72 75	his	19	20	Mr. Collins	72	75
T2	ENT 98 109	Mrs. Bennet	19	3	Mrs. Bennet	98	109
T3	ENT 136 149	the vestibule	19	-1	NONE	136	149
T4	ENT 205 214	Elizabeth	19	0	Elizabeth	205	214
T5	ENT 254 257	her	19	3	Mrs. Bennet	254	257
T6	ENT 266 279	the staircase	19	-1	NONE	266	279
T7	ENT 287 290	she	19	3	Mrs. Bennet	287	290
T8	ENT 299 317	the breakfast-room	19	-1	NONE	299	317
T9	ENT 343 346	him	19	20	Mr. Collins	343	346
T10	ENT 351 358	herself	19	0	Elizabeth	351	358
T11	ENT 424 435	Mr. Collins	19	20	Mr. Collins	424	435
T12	ENT 591 593	he	19	20	Mr. Collins	591	593
T13	ENT 602 604	he	19	20	Mr. Collins	602	604
T14	ENT 664 667	his	19	20	Mr. Collins	664	667
T15	ENT 664 674	his cousin	19	0	Elizabeth	664	674
T16	ENT 697 700	him	19	20	Mr. Collins	697	700
T17	ENT 727 730	her	19	0	Elizabeth	727	730
T18	ENT 775 778	her	19	0	Elizabeth	775	778
T19	ENT 829 840	Mrs. Bennet	19	3	Mrs. Bennet	829	840
T20	ENT 843 846	she	19	3	Mrs. Bennet	843	846
T21	ENT 897 900	her	19	3	Mrs. Bennet	897	900
T22	ENT 897 909	her daughter	19	0	Elizabeth	897	909
T23	ENT 933 936	him	19	20	Mr. Collins	933	936
T24	ENT 959 962	his	19	20	Mr. Collins	959	962
T25	ENT 979 982	she	19	3	Mrs. Bennet	979	982
T26	ENT 1063 1074	Mr. Collins	19	20	Mr. Collins	1063	1074
T27	ENT 1080 1083	she	19	3	Mrs. Bennet	1080	1083
T28	ENT 1100 1105	Lizzy	19	0	Elizabeth	1100	1105
T29	ENT 1151 1154	her	19	0	Elizabeth	1151	1154
T30	ENT 1175 1178	She	19	0	Elizabeth	1175	1178
T31	ENT 1182 1214	a very headstrong , foolish girl	19	0	Elizabeth	1182	1214
T32	ENT 1235 1238	her	19	0	Elizabeth	1235	1238
T33	ENT 1272 1275	her	19	0	Elizabeth	1272	1275
T34	ENT 1325 1330	madam	19	3	Mrs. Bennet	1325	1330
T35	ENT 1342 1353	Mr. Collins	19	20	Mr. Collins	1342	1353
T36	ENT 1366 1369	she	19	0	Elizabeth	1366	1369
T37	ENT 1424 1427	she	19	0	Elizabeth	1424	1427
T38	ENT 1473 1552	a man in my situation , who naturally looks for happiness in the marriage state	19	20	Mr. Collins	1473	1552
T39	ENT 1568 1571	she	19	0	Elizabeth	1568	1571
T40	ENT 1649 1652	her	19	0	Elizabeth	1649	1652
T41	ENT 1719 1722	she	19	0	Elizabeth	1719	1722
T42	ENT 1772 1775	Sir	19	20	Mr. Collins	1772	1775
T43	ENT 1815 1826	Mrs. Bennet	19	3	Mrs. Bennet	1815	1826
T44	ENT 1842 1847	Lizzy	19	0	Elizabeth	1842	1847
T45	ENT 1913 1916	she	19	0	Elizabeth	1913	1916
T46	ENT 1936 1956	a girl as ever lived	19	0	Elizabeth	1936	1956
T47	ENT 1981 1991	Mr. Bennet	19	4	Mr. Bennet	1981	1991
T48	ENT 2032 2035	her	19	0	Elizabeth	2032	2035
T49	ENT 2053 2056	She	19	3	Mrs. Bennet	2053	2056
T50	ENT 2072 2075	him	19	20	Mr. Collins	2072	2075
T51	ENT 2118 2121	her	19	3	Mrs. Bennet	2118	2121
T52	ENT 2118 2129	her husband	19	4	Mr. Bennet	2118	2129
T53	ENT 2146 2149	she	19	3	Mrs. Bennet	2146	2149
T54	ENT 2158 2169	the library	19	4	Mr. Bennet	2158	2169
T55	ENT 2180 2190	Mr. Bennet	19	4	Mr. Bennet	2180	2190
T56	ENT 2271 2276	Lizzy	19	0	Elizabeth	2271	2276
T57	ENT 2283 2294	Mr. Collins	19	20	Mr. Collins	2283	2294
T58	ENT 2301 2304	she	19	0	Elizabeth	2301	2304
T59	ENT 2310 2313	she	19	0	Elizabeth	2310	2313
T60	ENT 2328 2331	him	19	20	Mr. Collins	2328	2331
T61	ENT 2363 2365	he	19	20	Mr. Collins	2363	2365
T62	ENT 2378 2381	his	19	20	Mr. Collins	2378	2381
T63	ENT 2402 2405	her	19	0	Elizabeth	2402	2405
T64	ENT 2413 2423	Mr. Bennet	19	4	Mr. Bennet	2413	2423
T65	ENT 2431 2434	his	19	4	Mr. Bennet	2431	2434
T66	ENT 2445 2448	his	19	4	Mr. Bennet	2445	2448
T67	ENT 2457 2460	she	19	3	Mrs. Bennet	2457	2460
T68	ENT 2489 2492	her	19	3	Mrs. Bennet	2489	2492
T69	ENT 2558 2561	her	19	3	Mrs. Bennet	2558	2561
T70	ENT 2636 2638	he	19	4	Mr. Bennet	2636	2638
T71	ENT 2646 2649	she	19	3	Mrs. Bennet	2646	2649
T72	ENT 2663 2666	her	19	3	Mrs. Bennet	2663	2666
T73	ENT 2714 2725	Mr. Collins	19	20	Mr. Collins	2714	2725
T74	ENT 2730 2735	Lizzy	19	0	Elizabeth	2730	2735
T75	ENT 2738 2743	Lizzy	19	0	Elizabeth	2738	2743
T76	ENT 2753 2756	she	19	0	Elizabeth	2753	2756
T77	ENT 2771 2782	Mr. Collins	19	20	Mr. Collins	2771	2782
T78	ENT 2789 2800	Mr. Collins	19	20	Mr. Collins	2789	2800
T79	ENT 2820 2822	he	19	20	Mr. Collins	2820	2822
T80	ENT 2837 2842	Lizzy	19	0	Elizabeth	2837	2842
T81	ENT 2936 2941	Lizzy	19	0	Elizabeth	2936	2941
T82	ENT 2967 2970	her	19	0	Elizabeth	2967	2970
T83	ENT 2992 2995	her	19	0	Elizabeth	2992	2995
T84	ENT 3005 3008	him	19	20	Mr. Collins	3005	3008
T85	ENT 3021 3024	her	19	0	Elizabeth	3021	3024
T86	ENT 3042 3045	She	19	0	Elizabeth	3042	3045
T87	ENT 3073 3084	Mrs. Bennet	19	3	Mrs. Bennet	3073	3084
T88	ENT 3105 3119	Miss Elizabeth	19	0	Elizabeth	3105	3119
T89	ENT 3136 3147	the library	19	-1	NONE	3136	3147
T90	ENT 3165 3170	child	19	0	Elizabeth	3165	3170
T91	ENT 3182 3185	her	19	0	Elizabeth	3182	3185
T92	ENT 3182 3192	her father	19	4	Mr. Bennet	3182	3192
T93	ENT 3196 3199	she	19	0	Elizabeth	3196	3199
T94	ENT 3281 3292	Mr. Collins	19	20	Mr. Collins	3281	3292
T95	ENT 3345 3354	Elizabeth	19	0	Elizabeth	3345	3354
T96	ENT 3454 3457	sir	19	4	Mr. Bennet	3454	3457
T97	ENT 3478 3480	We	19	27	OTHER	3478	3480
T98	ENT 3505 3516	Your mother	19	3	Mrs. Bennet	3505	3516
T99	ENT 3565 3576	Mrs. Bennet	19	3	Mrs. Bennet	3565	3576
T100	ENT 3611 3614	her	19	0	Elizabeth	3611	3614
T101	ENT 3668 3677	Elizabeth	19	0	Elizabeth	3668	3677
T102	ENT 3706 3716	a stranger	19	0	Elizabeth	3706	3716
T103	ENT 3720 3739	one of your parents	19	27	OTHER	3720	3739
T104	ENT 3727 3739	your parents	19	31	collective	3727	3739
T105	ENT 3742 3753	Your mother	19	3	Mrs. Bennet	3742	3753
T106	ENT 3803 3814	Mr. Collins	19	20	Mr. Collins	3803	3814
T107	ENT 3867 3876	Elizabeth	19	0	Elizabeth	3867	3876
T108	ENT 3944 3955	Mrs. Bennet	19	3	Mrs. Bennet	3944	3955
T109	ENT 3976 3983	herself	19	3	Mrs. Bennet	3976	3983
T110	ENT 3989 3992	her	19	3	Mrs. Bennet	3989	3992
T111	ENT 3989 4000	her husband	19	4	Mr. Bennet	3989	4000
T112	ENT 4024 4027	she	19	3	Mrs. Bennet	4024	4027
T113	ENT 4090 4100	Mr. Bennet	19	4	Mr. Bennet	4090	4100
T114	ENT 4160 4163	her	19	0	Elizabeth	4160	4163
T115	ENT 4173 4176	him	19	20	Mr. Collins	4173	4176
T116	ENT 4185 4192	My dear	19	3	Mrs. Bennet	4185	4192
T117	ENT 4206 4209	her	19	3	Mrs. Bennet	4206	4209
T118	ENT 4206 4217	her husband	19	4	Mr. Bennet	4206	4217
T119	ENT 4369 4376	my room	19	-1	NONE	4369	4376
T120	ENT 4403 4414	the library	19	-1	NONE	4403	4414
T121	ENT 4480 4483	her	19	3	Mrs. Bennet	4480	4483
T122	ENT 4502 4505	her	19	3	Mrs. Bennet	4502	4505
T123	ENT 4502 4513	her husband	19	4	Mr. Bennet	4502	4513
T124	ENT 4520 4531	Mrs. Bennet	19	3	Mrs. Bennet	4520	4531
T125	ENT 4552 4555	She	19	3	Mrs. Bennet	4552	4555
T126	ENT 4566 4575	Elizabeth	19	0	Elizabeth	4566	4575
T127	ENT 4616 4619	her	19	0	Elizabeth	4616	4619
T128	ENT 4631 4634	She	19	3	Mrs. Bennet	4631	4634
T129	ENT 4657 4661	Jane	19	2	Jane	4657	4661
T130	ENT 4665 4668	her	19	3	Mrs. Bennet	4665	4668
T131	ENT 4684 4688	Jane	19	2	Jane	4684	4688
T132	ENT 4747 4756	Elizabeth	19	0	Elizabeth	4747	4756
T133	ENT 4840 4843	her	19	3	Mrs. Bennet	4840	4843
T134	ENT 4861 4864	her	19	0	Elizabeth	4861	4864
T135	ENT 4891 4894	her	19	0	Elizabeth	4891	4894
T136	ENT 4921 4932	Mr. Collins	19	20	Mr. Collins	4921	4932
T137	ENT 4995 4997	He	19	20	Mr. Collins	4995	4997
T138	ENT 5018 5025	himself	19	20	Mr. Collins	5018	5025
T139	ENT 5056 5059	his	19	20	Mr. Collins	5056	5059
T140	ENT 5056 5066	his cousin	19	0	Elizabeth	5056	5066
T141	ENT 5080 5083	him	19	20	Mr. Collins	5080	5083
T142	ENT 5097 5100	his	19	20	Mr. Collins	5097	5100
T143	ENT 5118 5120	he	19	20	Mr. Collins	5118	5120
T144	ENT 5148 5151	His	19	20	Mr. Collins	5148	5151
T145	ENT 5163 5166	her	19	0	Elizabeth	5163	5166
T146	ENT 5212 5215	her	19	0	Elizabeth	5212	5215
T147	ENT 5226 5229	her	19	0	Elizabeth	5226	5229
