ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 30	Colonel Fitzwilliam	30	37	Col Fitzwilliam	11	30
T1	ENT 68 81	the Parsonage	30	-1	NONE	68	81
T2	ENT 88 98	the ladies	30	31	collective	88	98
T3	ENT 113 115	he	30	37	Col Fitzwilliam	113	115
T4	ENT 179 186	Rosings	30	-1	NONE	179	186
T5	ENT 286 294	visitors	30	17	Lady Catherine	286	294
T6	ENT 298 307	the house	30	-1	NONE	298	307
T7	ENT 393 406	the gentlemen	30	31	collective	393	406
T8	ENT 510 516	church	30	-1	NONE	510	516
T9	ENT 595 609	Lady Catherine	30	17	Lady Catherine	595	609
T10	ENT 613 616	her	30	17	Lady Catherine	613	616
T11	ENT 613 625	her daughter	30	32	MissDeBourgh	613	625
T12	ENT 628 647	Colonel Fitzwilliam	30	37	Col Fitzwilliam	628	647
T13	ENT 662 675	the Parsonage	30	-1	NONE	662	675
T14	ENT 713 722	Mr. Darcy	30	1	Darcy	713	722
T15	ENT 745 751	church	30	1	Darcy	745	751
T16	ENT 840 854	Lady Catherine	30	17	Lady Catherine	840	854
T17	ENT 840 870	Lady Catherine 's drawing-room	30	-1	NONE	840	870
T18	ENT 873 876	Her	30	17	Lady Catherine	873	876
T19	ENT 873 885	Her ladyship	30	17	Lady Catherine	873	885
T20	ENT 895 899	them	30	31	collective	895	899
T21	ENT 984 987	she	30	17	Lady Catherine	984	987
T22	ENT 998 1009	nobody else	30	31	collective	998	1009
T23	ENT 1016 1019	she	30	17	Lady Catherine	1016	1019
T24	ENT 1056 1059	her	30	17	Lady Catherine	1056	1059
T25	ENT 1056 1067	her nephews	30	31	collective	1056	1067
T26	ENT 1082 1086	them	30	31	collective	1082	1086
T27	ENT 1103 1108	Darcy	30	1	Darcy	1103	1108
T28	ENT 1129 1157	any other person in the room	30	1	Darcy	1129	1157
T29	ENT 1149 1157	the room	30	-1	NONE	1149	1157
T30	ENT 1160 1179	Colonel Fitzwilliam	30	37	Col Fitzwilliam	1160	1179
T31	ENT 1206 1210	them	30	31	collective	1206	1210
T32	ENT 1246 1249	him	30	37	Col Fitzwilliam	1246	1249
T33	ENT 1253 1260	Rosings	30	-1	NONE	1253	1260
T34	ENT 1267 1279	Mrs. Collins	30	9	Charlotte	1267	1279
T35	ENT 1267 1296	Mrs. Collins 's pretty friend	30	0	Elizabeth	1267	1296
T36	ENT 1317 1320	his	30	37	Col Fitzwilliam	1317	1320
T37	ENT 1339 1341	He	30	37	Col Fitzwilliam	1339	1341
T38	ENT 1353 1360	himself	30	37	Col Fitzwilliam	1353	1360
T39	ENT 1364 1367	her	30	0	Elizabeth	1364	1367
T40	ENT 1397 1401	Kent	30	-1	NONE	1397	1401
T41	ENT 1406 1419	Hertfordshire	30	-1	NONE	1406	1419
T42	ENT 1451 1455	home	30	-1	NONE	1451	1455
T43	ENT 1488 1497	Elizabeth	30	0	Elizabeth	1488	1497
T44	ENT 1541 1550	that room	30	-1	NONE	1541	1550
T45	ENT 1638 1652	Lady Catherine	30	17	Lady Catherine	1638	1652
T46	ENT 1653 1660	herself	30	17	Lady Catherine	1653	1660
T47	ENT 1677 1686	Mr. Darcy	30	1	Darcy	1677	1686
T48	ENT 1691 1694	His	30	1	Darcy	1691	1694
T49	ENT 1746 1750	them	30	31	collective	1746	1750
T50	ENT 1787 1790	her	30	17	Lady Catherine	1787	1790
T51	ENT 1787 1799	her ladyship	30	17	Lady Catherine	1787	1799
T52	ENT 1874 1877	she	30	17	Lady Catherine	1874	1877
T53	ENT 1941 1952	Fitzwilliam	30	37	Col Fitzwilliam	1941	1952
T54	ENT 2008 2019	Miss Bennet	30	0	Elizabeth	2008	2019
T55	ENT 2053 2055	We	30	31	collective	2053	2055
T56	ENT 2080 2085	madam	30	17	Lady Catherine	2080	2085
T57	ENT 2096 2098	he	30	37	Col Fitzwilliam	2096	2098
T58	ENT 2295 2316	few people in England	30	27	OTHER	2295	2316
T59	ENT 2309 2316	England	30	-1	NONE	2309	2316
T60	ENT 2453 2471	a great proficient	30	17	Lady Catherine	2453	2471
T61	ENT 2487 2491	Anne	30	32	MissDeBourgh	2487	2491
T62	ENT 2497 2500	her	30	32	MissDeBourgh	2497	2500
T63	ENT 2520 2523	her	30	32	MissDeBourgh	2520	2523
T64	ENT 2555 2558	she	30	32	MissDeBourgh	2555	2558
T65	ENT 2604 2613	Georgiana	30	16	Georgiana	2604	2613
T66	ENT 2623 2628	Darcy	30	1	Darcy	2623	2628
T67	ENT 2634 2643	Mr. Darcy	30	1	Darcy	2634	2643
T68	ENT 2678 2681	his	30	1	Darcy	2678	2681
T69	ENT 2678 2688	his sister	30	16	Georgiana	2678	2688
T70	ENT 2755 2758	her	30	16	Georgiana	2755	2758
T71	ENT 2769 2783	Lady Catherine	30	17	Lady Catherine	2769	2783
T72	ENT 2803 2806	her	30	16	Georgiana	2803	2806
T73	ENT 2822 2825	she	30	16	Georgiana	2822	2825
T74	ENT 2853 2856	she	30	16	Georgiana	2853	2856
T75	ENT 2910 2915	madam	30	17	Lady Catherine	2910	2915
T76	ENT 2921 2923	he	30	1	Darcy	2921	2923
T77	ENT 2942 2945	she	30	16	Georgiana	2942	2945
