ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 10 20	Mr. Bennet	6	28	BingSisters	10	20
T1	ENT 123 126	his	6	4	Mr. Bennet	123	126
T2	ENT 123 136	his daughters	6	24	Bennets	123	136
T3	ENT 168 173	heirs	6	27	OTHER	168	173
T4	ENT 184 202	a distant relation	6	-1	NONE	184	202
T5	ENT 209 221	their mother	6	3	Mrs. Bennet	209	221
T6	ENT 252 255	her	6	3	Mrs. Bennet	252	255
T7	ENT 315 318	his	6	4	Mr. Bennet	315	318
T8	ENT 321 324	Her	6	3	Mrs. Bennet	321	324
T9	ENT 321 331	Her father	6	27	OTHER	321	331
T10	ENT 341 352	an attorney	6	-1	NONE	341	352
T11	ENT 356 363	Meryton	6	-1	NONE	356	363
T12	ENT 379 382	her	6	3	Mrs. Bennet	379	382
T13	ENT 406 409	She	6	3	Mrs. Bennet	406	409
T14	ENT 414 422	a sister	6	27	OTHER	414	422
T15	ENT 434 448	a Mr. Phillips	6	27	OTHER	434	448
T16	ENT 502 505	him	6	-1	NONE	502	505
T17	ENT 464 521	a clerk to their father and succeeded him in the business	6	-1	NONE	464	521
T18	ENT 475 521	their father and succeeded him in the business	6	-1	NONE	475	521
T19	ENT 528 537	a brother	6	27	OTHER	528	537
T20	ENT 549 555	London	6	-1	NONE	549	555
T21	ENT 589 613	The village of Longbourn	6	-1	NONE	589	613
T22	ENT 637 644	Meryton	6	-1	NONE	637	644
T23	ENT 678 694	the young ladies	6	24	Bennets	678	694
T24	ENT 780 790	their aunt	6	27	OTHER	780	790
T25	ENT 798 834	a milliner 's shop just over the way	6	-1	NONE	798	834
T26	ENT 837 867	The two youngest of the family	6	24	Bennets	837	867
T27	ENT 857 867	the family	6	24	Bennets	857	867
T28	ENT 870 879	Catherine	6	18	Kitty	870	879
T29	ENT 884 889	Lydia	6	5	Lydia	884	889
T30	ENT 975 988	their sisters	6	24	Bennets	975	988
T31	ENT 1037 1044	Meryton	6	-1	NONE	1037	1044
T32	ENT 1156 1167	the country	6	-1	NONE	1156	1167
T33	ENT 1231 1241	their aunt	6	27	OTHER	1231	1241
T34	ENT 1344 1362	a militia regiment	6	-1	NONE	1344	1362
T35	ENT 1366 1383	the neighbourhood	6	-1	NONE	1366	1383
T36	ENT 1426 1433	Meryton	6	-1	NONE	1426	1433
T37	ENT 1438 1454	the headquarters	6	-1	NONE	1438	1454
T38	ENT 1457 1462	Their	6	24	Bennets	1457	1462
T39	ENT 1473 1486	Mrs. Phillips	6	27	OTHER	1473	1486
T40	ENT 1594 1606	the officers	6	-1	NONE	1594	1606
T41	ENT 1633 1638	Their	6	-1	NONE	1633	1638
T42	ENT 1633 1647	Their lodgings	6	-1	NONE	1633	1647
T43	ENT 1706 1718	the officers	6	-1	NONE	1706	1718
T44	ENT 1719 1729	themselves	6	-1	NONE	1719	1729
T45	ENT 1732 1744	Mr. Phillips	6	27	OTHER	1732	1744
T46	ENT 1753 1757	them	6	-1	NONE	1753	1757
T47	ENT 1783 1786	his	6	27	OTHER	1783	1786
T48	ENT 1783 1793	his nieces	6	24	Bennets	1783	1793
T49	ENT 1831 1835	They	6	24	Bennets	1831	1835
T50	ENT 1862 1870	officers	6	-1	NONE	1862	1870
T51	ENT 1877 1888	Mr. Bingley	6	6	Bingley	1877	1888
T52	ENT 1947 1959	their mother	6	3	Mrs. Bennet	1947	1959
T53	ENT 2025 2034	an ensign	6	-1	NONE	2025	2034
T54	ENT 2102 2112	Mr. Bennet	6	4	Mr. Bennet	2102	2112
T55	ENT 2165 2169	your	6	-1	NONE	2165	2169
T56	ENT 2209 2242	the silliest girls in the country	6	24	Bennets	2209	2242
T57	ENT 2231 2242	the country	6	-1	NONE	2231	2242
T58	ENT 2305 2314	Catherine	6	18	Kitty	2305	2314
T59	ENT 2359 2364	Lydia	6	5	Lydia	2359	2364
T60	ENT 2416 2419	her	6	5	Lydia	2416	2419
T61	ENT 2434 2448	Captain Carter	6	-1	NONE	2434	2448
T62	ENT 2455 2458	her	6	5	Lydia	2455	2458
T63	ENT 2474 2477	him	6	-1	NONE	2474	2477
T64	ENT 2508 2510	he	6	-1	NONE	2508	2510
