ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 26	The whole party	46	31	collective	11	26
T1	ENT 58 68	Mr. Bennet	46	4	Mr. Bennet	58	68
T2	ENT 145 148	him	46	4	Mr. Bennet	145	148
T3	ENT 151 154	His	46	4	Mr. Bennet	151	154
T4	ENT 151 161	His family	46	24	Bennets	151	161
T5	ENT 167 170	him	46	4	Mr. Bennet	167	170
T6	ENT 205 248	a most negligent and dilatory correspondent	46	4	Mr. Bennet	205	248
T7	ENT 334 336	he	46	4	Mr. Bennet	334	336
T8	ENT 439 451	Mr. Gardiner	46	10	Gardiner	439	451
T9	ENT 491 493	he	46	10	Gardiner	491	493
T10	ENT 509 511	he	46	10	Gardiner	509	511
T11	ENT 611 622	their uncle	46	10	Gardiner	611	622
T12	ENT 661 671	Mr. Bennet	46	4	Mr. Bennet	661	671
T13	ENT 685 694	Longbourn	46	11	Mrs. Gardiner	685	694
T14	ENT 708 710	he	46	10	Gardiner	708	710
T15	ENT 747 750	his	46	10	Gardiner	747	750
T16	ENT 747 757	his sister	46	3	Mrs. Bennet	747	757
T17	ENT 803 806	her	46	3	Mrs. Bennet	803	806
T18	ENT 803 814	her husband	46	4	Mr. Bennet	803	814
T19	ENT 847 860	Mrs. Gardiner	46	11	Mrs. Gardiner	847	860
T20	ENT 865 877	the children	46	27	OTHER	865	877
T21	ENT 896 909	Hertfordshire	46	3	Mrs. Bennet	896	909
T22	ENT 952 955	her	46	11	Mrs. Gardiner	952	955
T23	ENT 989 992	her	46	11	Mrs. Gardiner	989	992
T24	ENT 989 999	her nieces	46	24	Bennets	989	999
T25	ENT 1002 1005	She	46	11	Mrs. Gardiner	1002	1005
T26	ENT 1036 1047	Mrs. Bennet	46	3	Mrs. Bennet	1036	1047
T27	ENT 1077 1081	them	46	24	Bennets	1077	1081
T28	ENT 1110 1115	Their	46	24	Bennets	1110	1115
T29	ENT 1110 1126	Their other aunt	46	27	OTHER	1110	1126
T30	ENT 1140 1144	them	46	24	Bennets	1140	1144
T31	ENT 1174 1177	she	46	27	OTHER	1174	1177
T32	ENT 1228 1232	them	46	24	Bennets	1228	1232
T33	ENT 1251 1254	she	46	27	OTHER	1251	1254
T34	ENT 1307 1314	Wickham	46	7	Wickham	1307	1314
T35	ENT 1349 1352	she	46	27	OTHER	1349	1352
T36	ENT 1386 1390	them	46	24	Bennets	1386	1390
T37	ENT 1412 1415	she	46	27	OTHER	1412	1415
T38	ENT 1422 1426	them	46	24	Bennets	1422	1426
T39	ENT 1433 1440	Meryton	46	-1	NONE	1433	1440
T40	ENT 1524 1541	an angel of light	46	7	Wickham	1524	1541
T41	ENT 1544 1546	He	46	7	Wickham	1544	1546
T42	ENT 1577 1592	every tradesman	46	27	OTHER	1577	1592
T43	ENT 1596 1605	the place	46	-1	NONE	1596	1605
T44	ENT 1612 1615	his	46	7	Wickham	1612	1615
T45	ENT 1694 1709	every tradesman	46	27	OTHER	1694	1709
T46	ENT 1694 1719	every tradesman 's family	46	27	OTHER	1694	1719
T47	ENT 1722 1731	Everybody	46	27	OTHER	1722	1731
T48	ENT 1746 1748	he	46	7	Wickham	1746	1748
T49	ENT 1753 1783	the wickedest young man in the	46	7	Wickham	1753	1783
T50	ENT 1784 1789	world	46	-1	NONE	1784	1789
T51	ENT 1796 1805	everybody	46	31	collective	1796	1805
T52	ENT 1874 1877	his	46	7	Wickham	1874	1877
T53	ENT 1889 1898	Elizabeth	46	0	Elizabeth	1889	1898
T54	ENT 1908 1911	she	46	0	Elizabeth	1908	1911
T55	ENT 1981 1984	her	46	0	Elizabeth	1981	1984
T56	ENT 2005 2008	her	46	0	Elizabeth	2005	2008
T57	ENT 2005 2015	her sister	46	5	Lydia	2005	2015
T58	ENT 2048 2052	Jane	46	2	Jane	2048	2052
T59	ENT 2180 2188	Scotland	46	-1	NONE	2180	2188
T60	ENT 2197 2200	she	46	2	Jane	2197	2200
T61	ENT 2296 2300	them	46	31	collective	2296	2300
T62	ENT 2303 2315	Mr. Gardiner	46	10	Gardiner	2303	2315
T63	ENT 2321 2330	Longbourn	46	-1	NONE	2321	2330
T64	ENT 2354 2357	his	46	10	Gardiner	2354	2357
T65	ENT 2354 2362	his wife	46	11	Mrs. Gardiner	2354	2362
T66	ENT 2386 2389	him	46	10	Gardiner	2386	2389
T67	ENT 2400 2404	them	46	24	Bennets	2400	2404
T68	ENT 2415 2418	his	46	10	Gardiner	2415	2418
T69	ENT 2429 2431	he	46	10	Gardiner	2429	2431
T70	ENT 2458 2461	his	46	10	Gardiner	2458	2461
T71	ENT 2458 2469	his brother	46	4	Mr. Bennet	2458	2469
T72	ENT 2486 2489	him	46	4	Mr. Bennet	2486	2489
T73	ENT 2501 2519	Gracechurch Street	46	-1	NONE	2501	2519
T74	ENT 2527 2537	Mr. Bennet	46	4	Mr. Bennet	2527	2537
T75	ENT 2550 2555	Epsom	46	4	Mr. Bennet	2550	2555
T76	ENT 2560 2567	Clapham	46	-1	NONE	2560	2567
T77	ENT 2577 2580	his	46	4	Mr. Bennet	2577	2580
T78	ENT 2651 2653	he	46	4	Mr. Bennet	2651	2653
T79	ENT 2691 2719	the principal hotels in town	46	-1	NONE	2691	2719
T80	ENT 2715 2719	town	46	-1	NONE	2715	2719
T81	ENT 2725 2735	Mr. Bennet	46	4	Mr. Bennet	2725	2735
T82	ENT 2787 2791	them	46	-1	NONE	2787	2791
T83	ENT 2819 2825	London	46	-1	NONE	2819	2825
T84	ENT 2860 2872	Mr. Gardiner	46	10	Gardiner	2860	2872
T85	ENT 2873 2880	himself	46	10	Gardiner	2873	2880
T86	ENT 2935 2938	his	46	10	Gardiner	2935	2938
T87	ENT 2935 2946	his brother	46	4	Mr. Bennet	2935	2946
T88	ENT 2965 2967	he	46	10	Gardiner	2965	2967
T89	ENT 2984 2987	him	46	4	Mr. Bennet	2984	2987
T90	ENT 3005 3007	He	46	10	Gardiner	3005	3007
T91	ENT 3019 3029	Mr. Bennet	46	4	Mr. Bennet	3019	3029
T92	ENT 3076 3082	London	46	-1	NONE	3076	3082
T93	ENT 3189 3204	Colonel Forster	46	33	Colonel Forster	3189	3204
T94	ENT 3215 3218	him	46	33	Colonel Forster	3215	3218
T95	ENT 3260 3273	the young man	46	7	Wickham	3260	3273
T96	ENT 3252 3302	some of the young man 's intimates in the regiment	46	-1	NONE	3252	3302
T97	ENT 3290 3302	the regiment	46	-1	NONE	3290	3302
T98	ENT 3313 3320	Wickham	46	7	Wickham	3313	3320
T99	ENT 3398 3402	town	46	-1	NONE	3398	3402
T100	ENT 3403 3405	he	46	7	Wickham	3403	3405
T101	ENT 3424 3431	himself	46	7	Wickham	3424	3431
T102	ENT 3448 3454	anyone	46	31	collective	3448	3454
T103	ENT 3611 3626	Colonel Forster	46	33	Colonel Forster	3611	3626
T104	ENT 3664 3667	his	46	33	Colonel Forster	3664	3667
T105	ENT 3740 3745	Lizzy	46	0	Elizabeth	3740	3745
T106	ENT 3775 3777	he	46	7	Wickham	3775	3777
T107	ENT 3807 3823	any other person	46	31	collective	3807	3823
T108	ENT 3829 3838	Elizabeth	46	0	Elizabeth	3829	3838
T109	ENT 3898 3901	her	46	0	Elizabeth	3898	3901
T110	ENT 3942 3945	her	46	0	Elizabeth	3942	3945
T111	ENT 4033 4036	She	46	0	Elizabeth	4033	4036
T112	ENT 4056 4059	his	46	7	Wickham	4056	4059
T113	ENT 4094 4102	a father	46	-1	NONE	4094	4102
T114	ENT 4107 4113	mother	46	-1	NONE	4107	4113
T115	ENT 4197 4200	his	46	7	Wickham	4197	4200
T116	ENT 4197 4230	his companions in the -- -- shire	46	27	OTHER	4197	4230
T117	ENT 4215 4230	the -- -- shire	46	-1	NONE	4215	4230
T118	ENT 4283 4286	she	46	0	Elizabeth	4283	4286
T119	ENT 4393 4402	Longbourn	46	-1	NONE	4393	4402
T120	ENT 4761 4773	Mr. Gardiner	46	10	Gardiner	4761	4773
T121	ENT 4797 4809	their father	46	4	Mr. Bennet	4797	4809
T122	ENT 4844 4855	Mr. Collins	46	20	Mr. Collins	4844	4855
T123	ENT 4869 4873	Jane	46	2	Jane	4869	4873
T124	ENT 4924 4927	him	46	4	Mr. Bennet	4924	4927
T125	ENT 4931 4934	his	46	4	Mr. Bennet	4931	4934
T126	ENT 4945 4948	she	46	2	Jane	4945	4948
T127	ENT 4972 4981	Elizabeth	46	0	Elizabeth	4972	4981
T128	ENT 5010 5013	his	46	20	Mr. Collins	5010	5013
T129	ENT 5048 5051	her	46	2	Jane	5048	5051
T130	ENT 5100 5111	My dear Sir	46	4	Mr. Bennet	5100	5111
T131	ENT 5108 5111	Sir	46	4	Mr. Bennet	5108	5111
T132	ENT 5324 5337	Hertfordshire	46	-1	NONE	5324	5337
T133	ENT 5353 5364	my dear sir	46	4	Mr. Bennet	5353	5364
T134	ENT 5361 5364	sir	46	4	Mr. Bennet	5361	5364
T135	ENT 5372 5384	Mrs. Collins	46	9	Charlotte	5372	5384
T136	ENT 5434 5457	your respectable family	46	24	Bennets	5434	5457
T137	ENT 5767 5775	a parent	46	4	Mr. Bennet	5767	5775
T138	ENT 5799 5812	your daughter	46	5	Lydia	5799	5812
T139	ENT 5946 5955	Charlotte	46	9	Charlotte	5946	5955
T140	ENT 6010 6023	your daughter	46	5	Lydia	6010	6023
T141	ENT 6139 6150	Mrs. Bennet	46	3	Mrs. Bennet	6139	6150
T142	ENT 6181 6184	her	46	5	Lydia	6181	6184
T143	ENT 6228 6231	she	46	5	Lydia	6228	6231
T144	ENT 6394 6406	Mrs. Collins	46	9	Charlotte	6394	6406
T145	ENT 6425 6439	Lady Catherine	46	17	Lady Catherine	6425	6439
T146	ENT 6444 6447	her	46	17	Lady Catherine	6444	6447
T147	ENT 6444 6456	her daughter	46	32	MissDeBourgh	6444	6456
T148	ENT 6554 6566	one daughter	46	5	Lydia	6554	6566
T149	ENT 6608 6618	the others	46	24	Bennets	6608	6618
T150	ENT 6634 6648	Lady Catherine	46	17	Lady Catherine	6634	6648
T151	ENT 6649 6656	herself	46	17	Lady Catherine	6649	6656
T152	ENT 6693 6703	themselves	46	24	Bennets	6693	6703
T153	ENT 6709 6722	such a family	46	24	Bennets	6709	6722
T154	ENT 6960 6968	dear sir	46	4	Mr. Bennet	6960	6968
T155	ENT 7026 7045	your unworthy child	46	5	Lydia	7026	7045
T156	ENT 7087 7090	her	46	5	Lydia	7087	7090
T157	ENT 7113 7116	her	46	5	Lydia	7113	7116
T158	ENT 7149 7157	dear sir	46	4	Mr. Bennet	7149	7157
T159	ENT 7175 7187	Mr. Gardiner	46	10	Gardiner	7175	7187
T160	ENT 7213 7215	he	46	10	Gardiner	7213	7215
T161	ENT 7244 7259	Colonel Forster	46	33	Colonel Forster	7244	7259
T162	ENT 7271 7273	he	46	10	Gardiner	7271	7273
T163	ENT 7339 7346	Wickham	46	7	Wickham	7339	7346
T164	ENT 7351 7385	a single relationship with whom he	46	27	OTHER	7351	7385
T165	ENT 7383 7385	he	46	7	Wickham	7383	7385
T166	ENT 7435 7437	he	46	7	Wickham	7435	7437
T167	ENT 7442 7453	no near one	46	27	OTHER	7442	7453
T168	ENT 7463 7466	His	46	7	Wickham	7463	7466
T169	ENT 7463 7487	His former acquaintances	46	27	OTHER	7463	7487
T170	ENT 7518 7520	he	46	7	Wickham	7518	7520
T171	ENT 7533 7544	the militia	46	27	OTHER	7533	7544
T172	ENT 7570 7572	he	46	7	Wickham	7570	7572
