ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 11 20	Elizabeth	44	0	Elizabeth	11	20
T1	ENT 84 88	Jane	44	2	Jane	84	88
T2	ENT 115 122	Lambton	44	-1	NONE	115	122
T3	ENT 214 219	there	44	-1	NONE	214	219
T4	ENT 239 242	her	44	0	Elizabeth	239	242
T5	ENT 267 270	her	44	0	Elizabeth	267	270
T6	ENT 267 277	her sister	44	2	Jane	267	277
T7	ENT 325 328	her	44	2	Jane	325	328
T8	ENT 403 412	Elizabeth	44	0	Elizabeth	403	412
T9	ENT 442 446	Jane	44	2	Jane	442	446
T10	ENT 556 559	her	44	0	Elizabeth	556	559
T11	ENT 556 565	her uncle	44	10	Gardiner	556	565
T12	ENT 570 574	aunt	44	11	Mrs. Gardiner	570	574
T13	ENT 585 588	her	44	0	Elizabeth	585	588
T14	ENT 598 602	them	44	-1	NONE	598	602
T15	ENT 625 635	themselves	44	31	collective	625	635
T16	ENT 817 828	the country	44	-1	NONE	817	828
T17	ENT 1023 1028	Lizzy	44	0	Elizabeth	1023	1028
T18	ENT 1200 1205	Lydia	44	5	Lydia	1200	1205
T19	ENT 1286 1301	Colonel Forster	44	33	Colonel Forster	1286	1301
T20	ENT 1322 1325	she	44	5	Lydia	1322	1325
T21	ENT 1342 1350	Scotland	44	-1	NONE	1342	1350
T22	ENT 1363 1366	his	44	33	Colonel Forster	1363	1366
T23	ENT 1363 1375	his officers	44	27	OTHER	1363	1375
T24	ENT 1356 1375	one of his officers	44	7	Wickham	1356	1375
T25	ENT 1402 1409	Wickham	44	7	Wickham	1402	1409
T26	ENT 1438 1443	Kitty	44	18	Kitty	1438	1443
T27	ENT 1603 1606	his	44	7	Wickham	1603	1606
T28	ENT 1690 1693	him	44	7	Wickham	1690	1693
T29	ENT 1778 1781	His	44	7	Wickham	1778	1781
T30	ENT 1821 1823	he	44	7	Wickham	1821	1823
T31	ENT 1834 1843	my father	44	4	Mr. Bennet	1834	1843
T32	ENT 1853 1856	her	44	5	Lydia	1853	1856
T33	ENT 1867 1882	Our poor mother	44	3	Mrs. Bennet	1867	1882
T34	ENT 1902 1911	My father	44	4	Mr. Bennet	1902	1911
T35	ENT 1966 1970	them	44	31	collective	1966	1970
T36	ENT 2003 2006	him	44	7	Wickham	2003	2006
T37	ENT 2027 2036	ourselves	44	31	collective	2027	2036
T38	ENT 2157 2168	The express	44	-1	NONE	2157	2168
T39	ENT 2193 2200	My dear	44	0	Elizabeth	2193	2200
T40	ENT 2201 2206	Lizzy	44	0	Elizabeth	2201	2206
T41	ENT 2256 2271	Colonel Forster	44	33	Colonel Forster	2256	2271
T42	ENT 2298 2301	him	44	33	Colonel Forster	2298	2301
T43	ENT 2302 2306	here	44	5	Lydia	2302	2306
T44	ENT 2314 2319	Lydia	44	5	Lydia	2314	2319
T45	ENT 2341 2344	his	44	33	Colonel Forster	2341	2344
T46	ENT 2341 2349	his wife	44	23	Mrs. Forster	2341	2349
T47	ENT 2362 2365	her	44	23	Mrs. Forster	2362	2365
T48	ENT 2432 2446	my poor mother	44	3	Mrs. Bennet	2432	2446
T49	ENT 2559 2566	herself	44	0	Elizabeth	2559	2566
T50	ENT 2618 2621	she	44	0	Elizabeth	2618	2621
T51	ENT 2629 2638	Elizabeth	44	0	Elizabeth	2629	2638
T52	ENT 2840 2857	my dearest sister	44	0	Elizabeth	2840	2857
T53	ENT 3040 3053	Dearest Lizzy	44	0	Elizabeth	3040	3053
T54	ENT 3183 3194	Mr. Wickham	44	7	Wickham	3183	3194
T55	ENT 3199 3213	our poor Lydia	44	5	Lydia	3199	3213
T56	ENT 3208 3213	Lydia	44	5	Lydia	3208	3213
T57	ENT 3341 3349	Scotland	44	-1	NONE	3341	3349
T58	ENT 3352 3367	Colonel Forster	44	33	Colonel Forster	3352	3367
T59	ENT 3397 3405	Brighton	44	-1	NONE	3397	3405
T60	ENT 3444 3455	the express	44	5	Lydia	3444	3455
T61	ENT 3465 3470	Lydia	44	7	Wickham	3465	3470
T62	ENT 3490 3497	Mrs. F.	44	23	Mrs. Forster	3490	3497
T63	ENT 3503 3507	them	44	31	collective	3503	3507
T64	ENT 3546 3558	Gretna Green	44	13	Denny	3546	3558
T65	ENT 3586 3591	Denny	44	13	Denny	3586	3591
T66	ENT 3603 3606	his	44	13	Denny	3603	3606
T67	ENT 3619 3621	W.	44	7	Wickham	3619	3621
T68	ENT 3643 3648	there	44	5	Lydia	3643	3648
T69	ENT 3663 3668	Lydia	44	7	Wickham	3663	3668
T70	ENT 3700 3710	Colonel F.	44	33	Colonel Forster	3700	3710
T71	ENT 3761 3763	B.	44	-1	NONE	3761	3763
T72	ENT 3797 3799	He	44	33	Colonel Forster	3797	3799
T73	ENT 3810 3814	them	44	31	collective	3810	3814
T74	ENT 3825 3832	Clapham	44	-1	NONE	3825	3832
T75	ENT 3868 3878	that place	44	-1	NONE	3868	3878
T76	ENT 3899 3914	a hackney coach	44	-1	NONE	3899	3914
T77	ENT 3955 3959	them	44	31	collective	3955	3959
T78	ENT 3931 3970	the chaise that brought them from Epsom	44	-1	NONE	3931	3970
T79	ENT 3965 3970	Epsom	44	-1	NONE	3965	3970
T80	ENT 4039 4054	the London road	44	-1	NONE	4039	4054
T81	ENT 4123 4139	that side London	44	-1	NONE	4123	4139
T82	ENT 4133 4139	London	44	-1	NONE	4133	4139
