ent	loc	string	filenum	id	ent_name	start	end
T0	ENT 23 34	Mrs. Bennet	2	3	Mrs. Bennet	23	34
T1	ENT 70 73	her	2	3	Mrs. Bennet	70	73
T2	ENT 70 88	her five daughters	2	24	Bennets	70	88
T3	ENT 146 149	her	2	3	Mrs. Bennet	146	149
T4	ENT 146 157	her husband	2	4	Mr. Bennet	146	157
T5	ENT 190 201	Mr. Bingley	2	6	Bingley	190	201
T6	ENT 218 221	him	2	4	Mr. Bennet	218	221
T7	ENT 320 322	he	2	4	Mr. Bennet	320	322
T8	ENT 343 347	them	2	24	Bennets	343	347
T9	ENT 426 441	their neighbour	2	12	Lady Lucas	426	441
T10	ENT 444 454	Lady Lucas	2	12	Lady Lucas	444	454
T11	ENT 457 460	Her	2	12	Lady Lucas	457	460
T12	ENT 492 503	Sir William	2	14	Sir William Lucas	492	503
T13	ENT 528 531	him	2	6	Bingley	528	531
T14	ENT 534 536	He	2	6	Bingley	534	536
T15	ENT 627 629	he	2	6	Bingley	627	629
T16	ENT 811 822	Mr. Bingley	2	6	Bingley	811	822
T17	ENT 871 890	one of my daughters	2	24	Bennets	871	890
T18	ENT 878 890	my daughters	2	24	Bennets	878	890
T19	ENT 910 921	Netherfield	2	-1	NONE	910	921
T20	ENT 932 943	Mrs. Bennet	2	3	Mrs. Bennet	932	943
T21	ENT 947 950	her	2	3	Mrs. Bennet	947	950
T22	ENT 947 958	her husband	2	4	Mr. Bennet	947	958
T23	ENT 972 1003	the others equally well married	2	24	Bennets	972	1003
T24	ENT 1058 1069	Mr. Bingley	2	6	Bingley	1058	1069
T25	ENT 1079 1089	Mr. Bennet	2	4	Mr. Bennet	1079	1089
T26	ENT 1132 1135	him	2	4	Mr. Bennet	1132	1135
T27	ENT 1139 1142	his	2	4	Mr. Bennet	1139	1142
T28	ENT 1139 1150	his library	2	-1	NONE	1139	1150
T29	ENT 1153 1155	He	2	6	Bingley	1153	1155
T30	ENT 1210 1226	the young ladies	2	24	Bennets	1210	1226
T31	ENT 1245 1247	he	2	6	Bingley	1245	1247
T32	ENT 1269 1271	he	2	6	Bingley	1269	1271
T33	ENT 1281 1291	the father	2	4	Mr. Bennet	1281	1291
T34	ENT 1294 1304	The ladies	2	24	Bennets	1294	1304
T35	ENT 1405 1407	he	2	6	Bingley	1405	1407
T36	ENT 1525 1536	Mrs. Bennet	2	3	Mrs. Bennet	1525	1536
T37	ENT 1583 1586	her	2	3	Mrs. Bennet	1583	1586
T38	ENT 1583 1599	her housekeeping	2	-1	NONE	1583	1599
T39	ENT 1649 1660	Mr. Bingley	2	6	Bingley	1649	1660
T40	ENT 1682 1686	town	2	-1	NONE	1682	1686
T41	ENT 1785 1796	Mrs. Bennet	2	3	Mrs. Bennet	1785	1796
T42	ENT 1822 1825	She	2	3	Mrs. Bennet	1822	1825
T43	ENT 1858 1860	he	2	6	Bingley	1858	1860
T44	ENT 1875 1879	town	2	-1	NONE	1875	1879
T45	ENT 1894 1897	his	2	6	Bingley	1894	1897
T46	ENT 1909 1922	Hertfordshire	2	-1	NONE	1909	1922
T47	ENT 1929 1932	she	2	3	Mrs. Bennet	1929	1932
T48	ENT 1952 1954	he	2	6	Bingley	1952	1954
T49	ENT 2033 2044	Netherfield	2	-1	NONE	2033	2044
T50	ENT 2048 2050	he	2	6	Bingley	2048	2050
T51	ENT 2065 2075	Lady Lucas	2	12	Lady Lucas	2065	2075
T52	ENT 2084 2087	her	2	3	Mrs. Bennet	2084	2087
T53	ENT 2127 2130	his	2	6	Bingley	2127	2130
T54	ENT 2145 2151	London	2	-1	NONE	2145	2151
T55	ENT 2225 2236	Mr. Bingley	2	6	Bingley	2225	2236
T56	ENT 2250 2263	twelve ladies	2	31	collective	2250	2263
T57	ENT 2274 2283	gentlemen	2	31	collective	2274	2283
T58	ENT 2289 2292	him	2	6	Bingley	2289	2292
T59	ENT 2311 2320	The girls	2	24	Bennets	2311	2320
T60	ENT 2339 2357	a number of ladies	2	31	collective	2339	2357
T61	ENT 2439 2441	he	2	6	Bingley	2439	2441
T62	ENT 2464 2467	him	2	6	Bingley	2464	2467
T63	ENT 2473 2479	London	2	-1	NONE	2473	2479
T64	ENT 2483 2486	his	2	6	Bingley	2483	2486
T65	ENT 2483 2499	his five sisters	2	31	collective	2483	2499
T66	ENT 2504 2512	a cousin	2	27	OTHER	2504	2512
T67	ENT 2524 2533	the party	2	27	OTHER	2524	2533
T68	ENT 2542 2559	the assembly room	2	-1	NONE	2542	2559
T69	ENT 2600 2611	Mr. Bingley	2	6	Bingley	2600	2611
T70	ENT 2614 2617	his	2	6	Bingley	2614	2617
T71	ENT 2614 2629	his two sisters	2	28	BingSisters	2614	2629
T72	ENT 2632 2657	the husband of the eldest	2	27	OTHER	2632	2657
T73	ENT 2647 2657	the eldest	2	22	Louisa	2647	2657
T74	ENT 2664 2681	another young man	2	1	Darcy	2664	2681
T75	ENT 2684 2695	Mr. Bingley	2	6	Bingley	2684	2695
T76	ENT 2733 2735	he	2	6	Bingley	2733	2735
T77	ENT 2797 2800	His	2	6	Bingley	2797	2800
T78	ENT 2797 2808	His sisters	2	27	OTHER	2797	2808
T79	ENT 2814 2824	fine women	2	27	OTHER	2814	2824
T80	ENT 2860 2863	His	2	6	Bingley	2860	2863
T81	ENT 2860 2878	His brother-in-law	2	27	OTHER	2860	2878
T82	ENT 2881 2890	Mr. Hurst	2	27	OTHER	2881	2890
T83	ENT 2907 2920	the gentleman	2	27	OTHER	2907	2920
T84	ENT 2927 2930	his	2	6	Bingley	2927	2930
T85	ENT 2927 2937	his friend	2	1	Darcy	2927	2937
T86	ENT 2938 2947	Mr. Darcy	2	1	Darcy	2938	2947
T87	ENT 2975 2983	the room	2	-1	NONE	2975	2983
T88	ENT 2987 2990	his	2	1	Darcy	2987	2990
T89	ENT 3119 3122	his	2	1	Darcy	3119	3122
T90	ENT 3137 3140	his	2	1	Darcy	3137	3140
T91	ENT 3170 3183	The gentlemen	2	31	collective	3170	3183
T92	ENT 3195 3198	him	2	1	Darcy	3195	3198
T93	ENT 3205 3227	a fine figure of a man	2	1	Darcy	3205	3227
T94	ENT 3230 3240	the ladies	2	31	collective	3230	3240
T95	ENT 3250 3252	he	2	1	Darcy	3250	3252
T96	ENT 3277 3288	Mr. Bingley	2	6	Bingley	3277	3288
T97	ENT 3295 3297	he	2	1	Darcy	3295	3297
T98	ENT 3368 3371	his	2	1	Darcy	3368	3371
T99	ENT 3420 3423	his	2	1	Darcy	3420	3423
T100	ENT 3441 3443	he	2	1	Darcy	3441	3443
T101	ENT 3485 3488	his	2	1	Darcy	3485	3488
T102	ENT 3537 3540	his	2	1	Darcy	3537	3540
T103	ENT 3537 3553	his large estate	2	-1	NONE	3537	3553
T104	ENT 3557 3567	Derbyshire	2	-1	NONE	3557	3567
T105	ENT 3584 3587	him	2	1	Darcy	3584	3587
T106	ENT 3686 3689	his	2	1	Darcy	3686	3689
T107	ENT 3686 3696	his friend	2	6	Bingley	3686	3696
T108	ENT 3699 3710	Mr. Bingley	2	6	Bingley	3699	3710
T109	ENT 3725 3732	himself	2	6	Bingley	3725	3732
T110	ENT 3753 3773	the principal people	2	27	OTHER	3753	3773
T111	ENT 3749 3785	all the principal people in the room	2	27	OTHER	3749	3785
T112	ENT 3777 3785	the room	2	-1	NONE	3777	3785
T113	ENT 3788 3790	he	2	6	Bingley	3788	3790
T114	ENT 3907 3914	himself	2	6	Bingley	3907	3914
T115	ENT 3918 3929	Netherfield	2	-1	NONE	3918	3929
T116	ENT 4007 4010	him	2	6	Bingley	4007	4010
T117	ENT 4015 4018	his	2	6	Bingley	4015	4018
T118	ENT 4015 4025	his friend	2	1	Darcy	4015	4025
T119	ENT 4028 4037	Mr. Darcy	2	1	Darcy	4028	4037
T120	ENT 4060 4070	Mrs. Hurst	2	22	Louisa	4060	4070
T121	ENT 4085 4097	Miss Bingley	2	8	Miss Bingley	4085	4097
T122	ENT 4129 4143	any other lady	2	8	Miss Bingley	4129	4143
T123	ENT 4197 4205	the room	2	-1	NONE	4197	4205
T124	ENT 4240 4243	his	2	1	Darcy	4240	4243
T125	ENT 4240 4253	his own party	2	31	collective	4240	4253
T126	ENT 4256 4259	His	2	1	Darcy	4256	4259
T127	ENT 4284 4286	He	2	1	Darcy	4284	4286
T128	ENT 4291 4340	the proudest , most disagreeable man in the world	2	1	Darcy	4291	4340
T129	ENT 4331 4340	the world	2	-1	NONE	4331	4340
T130	ENT 4347 4356	everybody	2	31	collective	4347	4356
T131	ENT 4368 4370	he	2	1	Darcy	4368	4370
T132	ENT 4388 4393	there	2	-1	NONE	4388	4393
T133	ENT 4435 4438	him	2	1	Darcy	4435	4438
T134	ENT 4443 4454	Mrs. Bennet	2	3	Mrs. Bennet	4443	4454
T135	ENT 4474 4477	his	2	1	Darcy	4474	4477
T136	ENT 4540 4543	his	2	1	Darcy	4540	4543
T137	ENT 4567 4570	her	2	3	Mrs. Bennet	4567	4570
T138	ENT 4567 4580	her daughters	2	24	Bennets	4567	4580
